price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,rate_price,view_str,water_str,condition_str,grade_str,mean_sqft,mean_price
377.5,3,2.0,1410,1377,2.0,0,0,2,7,1290,120,2005,0.0,98027,47.5342,-122.06700000000001,1445,1370,3.7350993377483444,None,NO,Average,Average,1624.0097686849138,319.0479993548982
377.5,4,3.0,2640,10720,2.0,0,0,2,8,2640,0,1999,0.0,98188,47.4485,-122.27799999999999,1680,10018,6.993377483443709,None,NO,Average,Good,1624.0097686849138,319.0479993548982
377.0,4,2.0,1800,8385,1.0,0,0,4,6,900,900,1950,0.0,98133,47.7744,-122.338,1770,8385,4.774535809018568,None,NO,Very Good,Low Average,1624.0097686849138,319.0479993548982
377.0,3,2.0,1820,34800,1.0,0,0,3,6,1820,0,1967,0.0,98027,47.4616,-121.98,2570,52707,4.827586206896552,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
377.0,4,3.0,2170,11511,2.0,0,0,2,8,2170,0,1992,0.0,98031,47.3886,-122.18799999999999,1900,8961,5.755968169761273,None,NO,Average,Good,1624.0097686849138,319.0479993548982
377.0,3,3.0,1870,5333,2.0,0,0,2,8,1870,0,2012,0.0,98019,47.7447,-121.984,2100,3730,4.960212201591512,None,NO,Average,Good,1624.0097686849138,319.0479993548982
377.0,4,2.0,1640,5014,1.0,0,0,3,7,930,710,1982,0.0,98106,47.5545,-122.35600000000001,1600,5452,4.350132625994695,None,NO,Good,Average,1624.0097686849138,319.0479993548982
377.0,1,1.0,950,10585,1.5,0,0,2,6,950,0,1929,0.0,98115,47.6968,-122.29700000000001,1400,7056,2.519893899204244,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
377.0,2,2.0,1000,1251,2.0,0,0,2,7,930,70,2006,0.0,98199,47.6529,-122.384,1420,1187,2.6525198938992043,None,NO,Average,Average,1624.0097686849138,319.0479993548982
377.0,3,2.0,1680,7389,1.0,0,0,2,8,1150,530,1979,0.0,98056,47.5199,-122.184,2100,10348,4.456233421750663,None,NO,Average,Good,1624.0097686849138,319.0479993548982
376.95,4,3.0,2643,5750,2.0,0,0,2,8,2643,0,2012,0.0,98030,47.3519,-122.17299999999999,2406,5772,7.011539992041385,None,NO,Average,Good,1624.0097686849138,319.0479993548982
376.5,3,2.0,1630,7800,1.0,0,0,4,7,1630,0,1950,0.0,98125,47.7326,-122.307,1470,7800,4.329349269588313,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
376.0,2,1.0,880,2400,1.0,0,0,2,6,760,120,1918,0.0,98118,47.5643,-122.275,1180,6300,2.3404255319148937,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
376.0,3,2.0,1340,1384,3.0,0,0,2,8,1340,0,2008,0.0,98103,47.6973,-122.35,1110,1384,3.5638297872340425,None,NO,Average,Good,1624.0097686849138,319.0479993548982
376.0,3,2.0,1540,1827,2.0,0,0,2,8,1540,0,2005,0.0,98029,47.5479,-121.999,1560,2058,4.095744680851064,None,NO,Average,Good,1624.0097686849138,319.0479993548982
376.0,6,3.0,2420,11662,1.0,0,2,3,7,1420,1000,1965,0.0,98188,47.4459,-122.27799999999999,1630,11662,6.4361702127659575,Average,NO,Good,Average,1624.0097686849138,319.0479993548982
376.0,2,2.0,1340,1635,2.0,0,0,2,8,1340,0,2003,0.0,98029,47.5476,-122.005,1410,1375,3.5638297872340425,None,NO,Average,Good,1624.0097686849138,319.0479993548982
376.0,4,3.0,2420,5773,2.0,0,0,2,8,2420,0,2005,0.0,98038,47.3772,-122.029,2420,6200,6.4361702127659575,None,NO,Average,Good,1624.0097686849138,319.0479993548982
376.0,4,2.0,2200,6750,1.0,0,0,4,8,1480,720,1959,0.0,98056,47.5215,-122.20200000000001,2710,6750,5.851063829787234,None,NO,Very Good,Good,1624.0097686849138,319.0479993548982
376.0,3,2.0,1470,9140,2.0,0,2,2,7,1470,0,1982,0.0,98133,47.7162,-122.34899999999999,1400,8204,3.9095744680851063,Average,NO,Average,Average,1624.0097686849138,319.0479993548982
376.0,2,1.0,1150,4000,1.0,0,0,2,7,1150,0,1947,0.0,98199,47.6575,-122.39399999999999,1150,4288,3.0585106382978724,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.95,3,2.0,1480,7560,1.0,0,0,2,6,1100,380,1920,1985.0,98117,47.6985,-122.36399999999999,1510,7250,3.93669370926985,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.9,6,2.0,2550,33740,1.0,0,0,3,8,1750,800,1958,0.0,98023,47.3222,-122.36200000000001,2010,28200,6.783719074221868,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.9,3,2.0,1824,7120,1.0,0,0,2,9,1824,0,2010,0.0,98001,47.3457,-122.27,2409,6264,4.852354349561054,None,NO,Average,Better,1624.0097686849138,319.0479993548982
375.5,3,2.0,1530,7200,1.0,0,0,2,8,1530,0,1975,0.0,98155,47.7691,-122.29700000000001,2150,7216,4.0745672436751,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.5,4,3.0,2301,6452,2.0,0,0,2,9,2301,0,2010,0.0,98001,47.346000000000004,-122.26899999999999,2650,6054,6.1278295605858855,None,NO,Average,Better,1624.0097686849138,319.0479993548982
375.0,3,2.0,1240,7733,1.0,0,0,2,6,790,450,1941,0.0,98125,47.714,-122.28299999999999,1130,7733,3.3066666666666666,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,1790,61419,2.0,0,2,1,7,1790,0,1988,0.0,98019,47.7216,-121.90700000000001,1790,62290,4.773333333333333,Average,NO,Fair,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,2270,18450,1.0,0,0,2,7,2270,0,1961,0.0,98001,47.3264,-122.262,2150,18450,6.053333333333334,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,1010,4050,1.0,0,0,2,7,1010,0,1950,0.0,98116,47.5838,-122.382,2310,5000,2.6933333333333334,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1630,16170,1.0,0,0,2,7,1630,0,1988,0.0,98034,47.7104,-122.235,1630,9931,4.346666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,2120,18500,2.0,0,0,3,8,2120,0,1983,0.0,98031,47.3914,-122.169,2120,14479,5.653333333333333,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1100,1751,2.0,0,0,2,8,940,160,2007,0.0,98144,47.5927,-122.306,1380,1751,2.933333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,5,3.0,2100,14858,1.0,0,0,4,8,2100,0,1970,0.0,98059,47.4721,-122.12299999999999,1980,11730,5.6,None,NO,Very Good,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1290,1213,3.0,0,0,2,8,1290,0,2007,0.0,98103,47.6965,-122.34,1360,1227,3.44,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,2,2.0,1640,2240,2.0,0,0,2,8,1640,0,1980,0.0,98133,47.7154,-122.34100000000001,1640,2240,4.373333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1330,9417,1.0,0,0,4,6,710,620,1936,0.0,98125,47.7231,-122.301,1690,7937,3.546666666666667,None,NO,Very Good,Low Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,2100,12738,2.0,0,0,3,8,2100,0,1975,0.0,98059,47.4698,-122.118,2000,12090,5.6,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,3,1.0,1130,12500,1.5,0,0,2,7,1130,0,1954,0.0,98118,47.5491,-122.26799999999999,2280,8750,3.013333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,2990,6145,2.0,0,0,2,8,2990,0,2003,0.0,98003,47.2612,-122.294,2590,6512,7.973333333333334,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,3.0,2800,5000,2.0,0,0,2,9,2800,0,2006,0.0,98038,47.3596,-122.036,2960,5092,7.466666666666667,None,NO,Average,Better,1624.0097686849138,319.0479993548982
375.0,4,2.0,1890,8000,1.0,0,0,3,7,1250,640,1960,0.0,98133,47.7576,-122.333,1870,8270,5.04,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,2320,5760,1.0,0,0,2,7,1480,840,1987,0.0,98178,47.504,-122.24799999999999,1660,5762,6.1866666666666665,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,1.0,1780,5236,1.5,0,0,4,6,1050,730,1944,0.0,98146,47.5119,-122.38600000000001,1260,5320,4.746666666666667,None,NO,Very Good,Low Average,1624.0097686849138,319.0479993548982
375.0,1,1.0,1090,5250,1.0,0,0,2,6,980,110,1927,0.0,98117,47.6999,-122.391,2160,5250,2.9066666666666667,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,820,6250,1.0,0,0,3,5,820,0,1922,0.0,98136,47.5479,-122.384,1300,6250,2.1866666666666665,None,NO,Good,Fair,1624.0097686849138,319.0479993548982
375.0,4,3.0,1890,5240,1.0,0,0,2,7,980,910,1981,0.0,98106,47.5528,-122.35600000000001,1600,5240,5.04,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,5,2.0,2230,7560,1.0,0,0,2,7,1230,1000,1959,0.0,98178,47.5055,-122.26,1380,6570,5.946666666666666,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1330,816,3.0,0,0,2,8,1330,0,2004,0.0,98117,47.6836,-122.387,1330,1113,3.546666666666667,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1370,19550,1.0,0,0,2,7,1370,0,1978,0.0,98014,47.7002,-121.912,1430,17550,3.6533333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1540,1561,3.0,0,0,2,8,1540,0,2010,0.0,98103,47.6991,-122.346,1540,1547,4.1066666666666665,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1260,7560,2.0,0,0,4,6,1260,0,1943,0.0,98133,47.7225,-122.351,1260,7595,3.36,None,NO,Very Good,Low Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,1900,9428,2.0,0,0,2,8,1900,0,1978,0.0,98028,47.7628,-122.244,1830,10480,5.066666666666666,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,3.0,2760,6420,2.0,0,2,2,9,2110,650,1991,0.0,98031,47.3895,-122.221,2030,7725,7.36,Average,NO,Average,Better,1624.0097686849138,319.0479993548982
375.0,3,2.0,1430,10574,2.0,0,0,2,7,1430,0,1981,0.0,98011,47.7668,-122.21799999999999,1900,10450,3.8133333333333335,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,2250,5306,2.0,0,0,2,8,2250,0,2012,0.0,98038,47.356,-122.057,2250,5306,6.0,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,1.0,1200,5404,1.0,0,0,2,6,1200,0,1937,0.0,98117,47.6969,-122.368,1200,5987,3.2,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,5,3.0,2680,8410,2.0,0,0,2,8,1810,870,1990,0.0,98058,47.4401,-122.126,1860,8410,7.1466666666666665,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,2530,35150,1.0,0,0,3,7,1800,730,1977,0.0,98042,47.3913,-122.12100000000001,2460,36386,6.746666666666667,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,1.0,1610,11250,1.0,0,0,2,7,1090,520,1975,0.0,98028,47.7391,-122.256,2040,10692,4.293333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1370,9720,2.0,0,0,2,7,1370,0,1968,0.0,98034,47.7302,-122.197,1510,8775,3.6533333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1450,7300,1.5,0,0,4,7,1450,0,1955,0.0,98133,47.7517,-122.34200000000001,1660,9069,3.8666666666666667,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,1800,8432,1.0,0,0,3,7,1200,600,1960,0.0,98133,47.7463,-122.336,1780,8432,4.8,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,3120,42247,1.0,0,0,3,7,2150,970,1980,0.0,98042,47.3925,-122.137,2100,43416,8.32,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,2000,7294,1.0,0,0,2,7,1520,480,1965,0.0,98118,47.5297,-122.26700000000001,2000,6000,5.333333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,2340,10005,1.0,0,0,3,8,1460,880,1978,0.0,98058,47.4431,-122.133,2250,8162,6.24,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,2,3.0,750,1430,2.0,0,0,2,8,750,0,2006,0.0,98122,47.6093,-122.31,1320,2790,2.0,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,6,2.0,3206,5793,2.0,0,0,2,7,3206,0,2012,0.0,98032,47.369,-122.287,2527,5804,8.549333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1380,5060,1.0,0,0,2,7,1380,0,1986,0.0,98133,47.7059,-122.34100000000001,1030,5060,3.68,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1580,2407,2.0,0,0,2,8,1580,0,2013,0.0,98126,47.5455,-122.368,1580,2212,4.213333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,2.0,2200,7475,1.0,0,0,4,7,1100,1100,1955,0.0,98118,47.543,-122.28,1600,5766,5.866666666666666,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1160,22470,1.0,0,0,3,7,1160,0,1976,0.0,98028,47.7595,-122.23,1940,15999,3.0933333333333333,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,1.0,1230,9877,1.0,0,0,2,7,1230,0,1954,0.0,98006,47.5745,-122.13600000000001,1240,9965,3.28,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1580,5725,2.0,0,0,2,7,1580,0,2004,0.0,98072,47.7611,-122.161,1510,5725,4.213333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1640,9750,1.0,0,0,2,7,1640,0,1959,0.0,98028,47.7425,-122.241,1340,9750,4.373333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,1870,7471,2.0,0,0,2,8,1870,0,1990,0.0,98055,47.4314,-122.204,2020,8912,4.986666666666666,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,1.0,980,7296,1.0,0,0,2,7,980,0,1967,0.0,98034,47.7292,-122.23100000000001,1280,7296,2.6133333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1530,1131,3.0,0,0,2,8,1530,0,2009,0.0,98103,47.6993,-122.346,1530,1445,4.08,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,3.0,2420,9566,2.0,0,0,2,7,2420,0,2003,0.0,98188,47.4693,-122.266,2420,9135,6.453333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1590,14766,1.0,0,0,2,8,1590,0,1963,0.0,98007,47.5902,-122.147,2040,10190,4.24,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,6,2.0,1900,8057,1.0,0,0,3,7,1170,730,1959,0.0,98133,47.762,-122.335,2090,8626,5.066666666666666,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,940,9839,1.0,0,0,2,6,940,0,1910,0.0,98136,47.5379,-122.38600000000001,1330,8740,2.506666666666667,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1300,1362,2.0,0,0,2,8,880,420,2008,0.0,98144,47.5893,-122.31700000000001,1300,1251,3.466666666666667,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,3.0,2310,7800,2.0,0,0,2,8,2310,0,2011,0.0,98042,47.3737,-122.164,2310,7140,6.16,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1260,11224,1.0,0,0,4,7,1260,0,1947,0.0,98155,47.7444,-122.321,1570,11052,3.36,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,1770,6650,1.0,0,0,2,7,1770,0,1958,0.0,98008,47.6011,-122.124,1600,7000,4.72,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,760,6000,1.0,0,0,2,6,760,0,1942,0.0,98199,47.646,-122.384,1360,6000,2.026666666666667,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1520,5649,2.0,0,0,3,7,1520,0,1989,0.0,98034,47.7221,-122.162,1540,5000,4.053333333333334,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,790,5120,1.0,0,0,2,6,790,0,1950,0.0,98136,47.556999999999995,-122.395,1250,5120,2.1066666666666665,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1540,8885,1.5,0,0,4,6,1540,0,1939,0.0,98019,47.7403,-121.984,1730,5000,4.1066666666666665,None,NO,Very Good,Low Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1670,7740,1.0,0,0,2,7,1130,540,1974,0.0,98126,47.5222,-122.37,1220,7740,4.453333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,1660,9673,1.0,0,0,2,7,1130,530,1976,0.0,98072,47.7628,-122.162,1260,9681,4.426666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1600,2042,2.0,0,0,2,8,1600,0,2005,0.0,98027,47.5341,-122.06700000000001,1445,1370,4.266666666666667,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,2.0,1240,3000,1.0,0,0,2,7,1040,200,1908,0.0,98122,47.6076,-122.29799999999999,1480,3500,3.3066666666666666,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,1.0,1450,6820,1.5,0,0,2,6,1450,0,1947,0.0,98133,47.7061,-122.34700000000001,1450,6820,3.8666666666666667,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,900,5413,1.0,0,0,2,7,900,0,1947,0.0,98125,47.7047,-122.307,1280,6380,2.4,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1330,1064,3.0,0,0,2,8,1330,0,2004,0.0,98117,47.6835,-122.387,1330,1113,3.546666666666667,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1410,10078,1.0,0,0,3,6,1410,0,1983,0.0,98072,47.7587,-122.14399999999999,2090,9202,3.76,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1440,1102,3.0,0,0,2,8,1440,0,2009,0.0,98103,47.6995,-122.346,1440,1434,3.84,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,1.0,1870,7671,1.0,0,0,3,8,1720,150,1937,0.0,98177,47.7162,-122.36,1460,7679,4.986666666666666,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,3,3.0,1580,3825,2.0,0,0,2,8,1580,0,2011,0.0,98126,47.5458,-122.369,1380,1500,4.213333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,2.0,1620,4600,2.0,0,0,2,7,1620,0,1909,0.0,98108,47.5533,-122.307,1620,4500,4.32,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,1720,2410,1.0,0,0,2,7,970,750,1930,2006.0,98106,47.5252,-122.361,1160,1404,4.586666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,2100,9066,1.0,0,0,2,8,1440,660,1962,0.0,98188,47.4294,-122.292,2000,9132,5.6,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,2.0,2070,9822,1.0,0,0,4,7,2070,0,1955,0.0,98006,47.566,-122.14,1300,9572,5.52,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,1840,81892,1.0,0,0,2,6,1840,0,1955,0.0,98072,47.7694,-122.124,2550,40089,4.906666666666666,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,2400,6000,2.0,0,0,2,6,2400,0,1913,1945.0,98011,47.7607,-122.209,1780,8732,6.4,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,2,2.0,1050,1046,2.0,0,0,2,8,960,90,2007,0.0,98122,47.6028,-122.309,1470,1768,2.8,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,1,1.0,800,533610,1.5,0,0,4,5,800,0,1950,0.0,98038,47.4134,-121.986,1790,216057,2.1333333333333333,None,NO,Very Good,Fair,1624.0097686849138,319.0479993548982
375.0,3,1.0,1960,7955,1.0,0,0,3,7,1260,700,1963,0.0,98177,47.7641,-122.36399999999999,1850,8219,5.226666666666667,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,2210,9427,2.0,0,0,2,7,2210,0,1999,0.0,98148,47.4323,-122.32700000000001,1770,8770,5.8933333333333335,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,5,3.0,2840,15598,1.0,0,0,3,8,1470,1370,1975,0.0,98059,47.4693,-122.117,2570,14930,7.573333333333333,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,2,1.0,1230,1820,2.0,0,0,3,7,830,400,1948,0.0,98107,47.6684,-122.40100000000001,1660,3056,3.28,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,1.0,1190,9486,1.0,0,0,3,7,1190,0,1953,0.0,98166,47.4319,-122.339,2100,10400,3.1733333333333333,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,2040,109336,1.5,0,0,3,8,2040,0,1973,0.0,98038,47.4193,-121.958,2370,133729,5.44,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,2140,13598,1.5,0,0,3,7,1620,520,1970,0.0,98014,47.7139,-121.321,930,10150,5.706666666666667,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,710,4618,1.0,0,1,2,5,710,0,1925,0.0,98199,47.64,-122.39399999999999,1810,4988,1.8933333333333333,Fair,NO,Average,Fair,1624.0097686849138,319.0479993548982
375.0,3,2.0,1440,8775,1.0,0,0,2,7,1440,0,1973,0.0,98034,47.7231,-122.17,1790,7865,3.84,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,2,2.0,1130,912,2.0,0,0,2,8,1000,130,2006,0.0,98116,47.5638,-122.38799999999999,1500,1474,3.013333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,2.0,1940,15909,1.0,0,0,2,8,970,970,1974,0.0,98072,47.7578,-122.094,1940,15120,5.173333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,1.0,1000,6947,1.0,0,0,3,7,1000,0,1947,0.0,98125,47.7142,-122.319,1000,6947,2.6666666666666665,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,2190,9225,1.0,0,0,3,7,1250,940,1959,0.0,98028,47.7396,-122.256,2190,9225,5.84,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,2330,11400,1.0,0,0,3,8,2330,0,1974,0.0,98058,47.4495,-122.148,2640,10200,6.213333333333333,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,4,3.0,2790,7956,2.0,0,0,2,9,2790,0,2005,0.0,98198,47.3681,-122.31,1660,8192,7.44,None,NO,Average,Better,1624.0097686849138,319.0479993548982
375.0,1,1.0,720,3166,1.0,0,0,2,6,720,0,1920,0.0,98116,47.5811,-122.389,1140,6250,1.92,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,2,2.0,1160,1648,2.0,0,0,2,7,1160,0,2002,0.0,98144,47.5916,-122.29299999999999,1458,2351,3.0933333333333333,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,2,1.0,940,5120,1.0,0,0,2,7,940,0,1909,0.0,98122,47.6073,-122.30799999999999,1300,5120,2.506666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,2090,8325,1.0,0,0,3,7,1470,620,1983,0.0,98056,47.4888,-122.184,1700,8025,5.573333333333333,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,2750,37096,2.0,0,0,2,9,2750,0,1989,0.0,98038,47.3732,-122.023,2700,40091,7.333333333333333,None,NO,Average,Better,1624.0097686849138,319.0479993548982
375.0,2,1.0,1810,8527,1.5,0,0,3,7,1810,0,1943,0.0,98133,47.7275,-122.336,1490,6800,4.826666666666667,None,NO,Good,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1370,1227,3.0,0,0,2,8,1370,0,2007,0.0,98103,47.6964,-122.34100000000001,1370,1236,3.6533333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,4,2.0,1757,19370,1.0,0,2,4,7,1757,0,1955,0.0,98198,47.3974,-122.31200000000001,1850,11125,4.685333333333333,Average,NO,Very Good,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,1870,12500,1.0,0,1,4,6,1030,840,1943,0.0,98056,47.511,-122.197,2060,14141,4.986666666666666,Fair,NO,Very Good,Low Average,1624.0097686849138,319.0479993548982
375.0,4,3.0,3140,24800,1.0,0,0,3,8,2080,1060,1971,0.0,98042,47.3782,-122.161,2850,12900,8.373333333333333,None,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1110,5500,1.0,0,0,2,6,1110,0,1940,0.0,98033,47.6717,-122.184,1670,6600,2.96,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1930,6180,1.0,0,0,2,7,1330,600,1961,0.0,98155,47.7481,-122.32700000000001,1940,6180,5.1466666666666665,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,2.0,960,8106,1.0,0,0,2,7,960,0,1962,0.0,98052,47.6737,-122.156,1650,8035,2.56,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,4,2.0,1450,7245,1.0,0,0,4,7,1450,0,1950,1983.0,98133,47.7643,-122.34299999999999,1660,7800,3.8666666666666667,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,2200,9600,1.0,0,3,3,8,1570,630,1977,0.0,98003,47.3438,-122.323,2680,9896,5.866666666666666,Good,NO,Good,Good,1624.0097686849138,319.0479993548982
375.0,3,3.0,1890,3930,2.0,0,0,2,8,1890,0,1999,0.0,98065,47.5337,-121.867,2100,4259,5.04,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,3.0,1950,6871,2.0,0,0,2,8,1950,0,1997,0.0,98155,47.7603,-122.307,1950,7663,5.2,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,3.0,1280,1730,2.0,0,0,2,8,1090,190,2005,0.0,98177,47.7032,-122.36,1280,2121,3.4133333333333336,None,NO,Average,Good,1624.0097686849138,319.0479993548982
375.0,3,2.0,1330,8004,2.0,0,0,2,7,1330,0,1985,0.0,98034,47.7098,-122.21700000000001,1300,7971,3.546666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
375.0,3,3.0,1770,5146,2.0,0,0,2,7,1770,0,1992,0.0,98106,47.5263,-122.35600000000001,1230,5160,4.72,None,NO,Average,Average,1624.0097686849138,319.0479993548982
