price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_diff,sqft_diff_ratio,sqft_living_squared,sqft_lot_squared,sqft_diff_squared
414000.0,4,2.5,2120,6497,2.0,0,0,2,7,2120,0,2003,0.0,98019,47.7241,-121.95700000000001,2230,6300,4377,0.6736955517931353,4494400,42211009,37716609
357250.0,3,1.5,1400,8840,1.0,0,0,3,6,1400,0,1952,0.0,98125,47.7273,-122.309,1260,8840,7440,0.8416289592760181,1960000,78145600,76185600
289950.0,2,1.0,760,6000,1.0,0,0,3,6,760,0,1950,0.0,98133,47.7168,-122.34,950,6000,5240,0.8733333333333333,577600,36000000,35422400
550000.0,3,1.0,1070,3713,1.0,0,0,3,6,1070,0,1917,0.0,98118,47.5683,-122.285,1290,3960,2643,0.7118233234581202,1144900,13786369,12641469
446000.0,3,1.75,1460,9998,1.0,0,0,2,7,960,500,1958,0.0,98028,47.7434,-122.242,1460,9998,8538,0.8539707941588318,2131600,99960004,97828404
279000.0,3,1.5,1280,16738,1.5,0,0,3,5,1280,0,1932,0.0,98038,47.3895,-122.023,1590,16317,15458,0.9235273031425499,1638400,280160644,278522244
370000.0,3,2.25,1650,4859,2.0,0,0,2,7,1650,0,1988,0.0,98011,47.7729,-122.17200000000001,1890,5018,3209,0.6604239555464088,2722500,23609881,20887381
216000.0,3,2.0,1260,4125,1.0,0,0,2,6,1260,0,1998,0.0,98188,47.4401,-122.279,1300,9091,2865,0.6945454545454546,1587600,17015625,15428025
1100000.0,3,2.5,2200,20000,1.0,0,1,2,7,1400,800,1952,0.0,98004,47.5809,-122.191,3050,11775,17800,0.89,4840000,400000000,395160000
1280000.0,4,2.5,3560,15450,1.0,0,1,4,8,2060,1500,1977,0.0,98040,47.5657,-122.23,3680,17314,11890,0.7695792880258899,12673600,238702500,226028900
355000.0,2,1.5,1140,2500,1.0,0,1,2,7,630,510,1988,0.0,98106,47.5707,-122.359,1500,5000,1360,0.544,1299600,6250000,4950400
699000.0,4,2.5,2550,7312,2.0,0,0,2,9,2550,0,1988,0.0,98008,47.6441,-122.113,2330,7480,4762,0.651258205689278,6502500,53465344,46962844
412000.0,3,2.5,1553,1991,3.0,0,0,2,8,1553,0,2014,0.0,98133,47.7049,-122.34,1509,2431,438,0.21998995479658462,2411809,3964081,1552272
276000.0,2,1.0,1140,7200,1.0,0,0,2,6,1140,0,1923,1951.0,98065,47.5265,-121.823,1110,7200,6060,0.8416666666666667,1299600,51840000,50540400
100000.0,2,1.0,790,6426,1.0,0,0,2,6,790,0,1944,0.0,98178,47.4933,-122.245,1380,6946,5636,0.8770619358854653,624100,41293476,40669376
955500.0,4,1.75,2130,5080,1.5,0,0,2,8,2130,0,1914,0.0,98119,47.6427,-122.363,1900,5080,2950,0.5807086614173228,4536900,25806400,21269500
199000.0,3,1.0,1390,21262,1.0,0,0,2,7,1390,0,1958,0.0,98058,47.4454,-122.185,1560,10800,19872,0.9346251528548585,1932100,452072644,450140544
762000.0,4,3.5,4000,15253,2.0,0,0,2,9,4000,0,2007,0.0,98065,47.5433,-121.887,3550,8747,11253,0.7377565069166722,16000000,232654009,216654009
425000.0,4,2.0,1520,7983,1.0,0,0,4,7,1520,0,1967,0.0,98034,47.7357,-122.193,1520,7783,6463,0.8095953902041839,2310400,63728289,61417889
546000.0,2,1.0,1657,5031,2.0,0,0,2,7,1657,0,1910,0.0,98116,47.5699,-122.389,2050,6201,3374,0.6706420194792287,2745649,25310961,22565312
419600.0,3,1.75,1680,8460,1.0,0,0,2,7,1180,500,1976,0.0,98133,47.7554,-122.353,1890,9529,6780,0.8014184397163121,2822400,71571600,68749200
735000.0,4,2.25,2270,5102,1.0,0,0,4,8,1340,930,1954,0.0,98199,47.6528,-122.40799999999999,1800,5102,2832,0.555076440611525,5152900,26030404,20877504
1230000.0,2,2.5,2470,609,3.0,0,0,2,11,1910,560,2011,0.0,98112,47.6182,-122.31200000000001,2440,1229,-1861,-3.0558292282430215,6100900,370881,-5730019
445000.0,2,2.0,1240,2500,2.0,0,0,2,7,1240,0,1985,0.0,98117,47.6793,-122.395,1660,5000,1260,0.504,1537600,6250000,4712400
665000.0,3,2.0,1740,41275,1.0,0,0,2,8,1740,0,1974,1989.0,98045,47.4914,-121.76299999999999,2630,41275,39535,0.9578437310720775,3027600,1703625625,1700598025
1290000.0,5,3.5,4090,290980,1.0,0,0,2,11,2920,1170,2002,0.0,98034,47.7161,-122.219,1880,9255,286890,0.9859440511375352,16728100,84669360400,84652632300
508500.0,4,2.75,2520,12500,2.0,0,0,2,8,1720,800,1979,0.0,98074,47.6225,-122.064,2520,13000,9980,0.7984,6350400,156250000,149899600
345950.0,5,1.0,1340,11198,1.5,0,0,2,8,1340,0,1934,0.0,98155,47.736000000000004,-122.295,1390,8020,9858,0.880335774245401,1795600,125395204,123599604
207500.0,3,1.0,1640,9750,1.0,0,0,2,7,1640,0,1968,0.0,98042,47.3256,-122.141,1200,9750,8110,0.8317948717948718,2689600,95062500,92372900
1080000.0,4,2.5,3000,10920,1.0,0,0,3,8,1550,1450,1969,0.0,98040,47.5347,-122.227,2380,10920,7920,0.7252747252747253,9000000,119246400,110246400
640000.0,3,1.0,1210,3720,2.0,0,0,3,8,1210,0,1930,0.0,98112,47.6317,-122.301,1560,6000,2510,0.6747311827956989,1464100,13838400,12374300
329500.0,3,1.0,1810,13068,1.0,0,0,3,7,1360,450,1941,0.0,98070,47.4482,-122.462,1400,13068,11258,0.8614937251300888,3276100,170772624,167496524
460000.0,4,2.75,2200,9676,1.0,0,0,2,8,1500,700,1979,0.0,98028,47.7713,-122.259,2120,9585,7476,0.7726333195535345,4840000,93624976,88784976
1230000.0,3,1.75,2200,14630,1.5,0,1,2,8,2200,0,1948,2003.0,98004,47.6074,-122.213,2850,15803,12430,0.849624060150376,4840000,214036900,209196900
805000.0,5,3.0,2350,6480,2.0,0,3,3,7,1650,700,1924,1962.0,98118,47.558,-122.266,1840,7200,4130,0.6373456790123457,5522500,41990400,36467900
200000.0,3,1.5,1090,10454,1.0,0,0,2,6,1090,0,1963,0.0,98042,47.3425,-122.08200000000001,1230,12196,9364,0.895733690453415,1188100,109286116,108098016
749700.0,3,1.75,2280,77972,1.0,0,0,2,8,1460,820,1977,0.0,98059,47.4804,-122.15100000000001,2460,14430,75692,0.9707587339044785,5198400,6079632784,6074434384
535000.0,2,1.0,1520,3360,1.0,0,0,3,7,830,690,1927,0.0,98117,47.6815,-122.382,1470,3774,1840,0.5476190476190477,2310400,11289600,8979200
330000.0,3,2.25,1620,7150,1.0,0,2,3,7,1280,340,1950,0.0,98178,47.5048,-122.241,1620,6930,5530,0.7734265734265734,2624400,51122500,48498100
479200.0,3,2.0,1510,3750,1.5,0,0,3,7,1510,0,1928,0.0,98116,47.5737,-122.383,1500,5000,2240,0.5973333333333334,2280100,14062500,11782400
373000.0,5,2.5,3001,5710,2.0,0,0,2,8,3001,0,2006,0.0,98042,47.3727,-122.177,2340,5980,2709,0.47443082311733803,9006001,32604100,23598099
355000.0,4,1.5,2020,6000,1.0,0,0,3,7,1010,1010,1953,0.0,98178,47.5019,-122.235,1710,6000,3980,0.6633333333333333,4080400,36000000,31919600
275000.0,3,2.0,1380,4500,1.0,0,0,2,7,1380,0,2008,0.0,98038,47.3661,-122.021,1620,4000,3120,0.6933333333333334,1904400,20250000,18345600
380000.0,3,1.5,1520,4288,1.0,0,0,2,7,1020,500,1949,0.0,98136,47.5284,-122.387,1660,4288,2768,0.6455223880597015,2310400,18386944,16076544
417000.0,2,1.75,1090,4590,1.0,0,0,3,7,790,300,1915,0.0,98105,47.6677,-122.324,1390,4080,3500,0.7625272331154684,1188100,21068100,19880000
1170000.0,5,3.75,4220,15959,2.0,0,0,2,11,4220,0,2004,0.0,98075,47.5869,-121.96700000000001,4630,16531,11739,0.7355724042859828,17808400,254689681,236881281
598500.0,3,2.25,2520,12000,1.0,0,0,2,10,2520,0,1978,0.0,98074,47.6381,-122.06200000000001,2510,12000,9480,0.79,6350400,144000000,137649600
629000.0,3,2.0,1760,5000,1.0,0,0,4,7,960,800,1920,0.0,98199,47.6408,-122.40299999999999,1380,5000,3240,0.648,3097600,25000000,21902400
226950.0,2,1.0,930,6600,1.0,0,0,2,6,930,0,1957,0.0,98168,47.4868,-122.33,1250,6600,5670,0.8590909090909091,864900,43560000,42695100
1230000.0,4,2.5,2600,11542,1.5,0,0,3,9,2200,400,1939,0.0,98177,47.7076,-122.37700000000001,2840,10960,8942,0.7747357477040374,6760000,133217764,126457764
415000.0,3,2.25,2180,11100,1.0,0,0,4,8,1700,480,1979,0.0,98056,47.5162,-122.176,2350,11397,8920,0.8036036036036036,4752400,123210000,118457600
595000.0,3,2.5,1910,3075,2.0,0,0,2,8,1910,0,2001,0.0,98029,47.5491,-122.005,1940,3485,1165,0.37886178861788616,3648100,9455625,5807525
209950.0,3,1.75,1100,5525,1.0,0,0,4,6,1100,0,1968,0.0,98042,47.3625,-122.084,1050,5200,4425,0.8009049773755657,1210000,30525625,29315625
568000.0,3,1.75,1760,235224,1.0,0,0,2,7,1760,0,1973,0.0,98053,47.6735,-122.041,2320,87120,233464,0.9925177702955481,3097600,55330330176,55327232576
119900.0,2,1.0,700,3180,1.0,0,0,2,6,480,220,1951,0.0,98178,47.4976,-122.262,1760,6360,2480,0.779874213836478,490000,10112400,9622400
207000.0,3,1.0,1080,10200,1.0,0,0,3,7,1080,0,1962,0.0,98023,47.3215,-122.351,1230,10400,9120,0.8941176470588236,1166400,104040000,102873600
195000.0,3,1.0,1070,22489,1.0,0,0,2,7,1070,0,1967,0.0,98001,47.3278,-122.262,1880,20250,21419,0.9524211836898039,1144900,505755121,504610221
324950.0,3,1.5,1460,8710,1.0,0,0,2,7,1460,0,1955,0.0,98166,47.4561,-122.35700000000001,1400,8645,7250,0.8323765786452354,2131600,75864100,73732500
210000.0,1,1.0,1050,7583,1.0,0,0,3,6,1050,0,1947,0.0,98133,47.7294,-122.34100000000001,1420,7560,6533,0.8615323750494527,1102500,57501889,56399389
1080000.0,4,2.75,3160,42733,2.0,0,0,2,9,3160,0,1995,0.0,98053,47.6367,-121.958,1890,24000,39573,0.9260524653078417,9985600,1826109289,1816123689
325088.0,4,1.0,1400,6739,1.0,0,0,2,7,1000,400,1954,0.0,98108,47.5402,-122.29799999999999,1500,6380,5339,0.7922540436266509,1960000,45414121,43454121
790000.0,4,3.0,3120,157875,2.0,0,0,3,8,3120,0,1977,0.0,98058,47.443999999999996,-122.18700000000001,1580,7050,154755,0.9802375296912114,9734400,24924515625,24914781225
150000.0,2,1.0,720,212137,1.0,0,0,2,5,720,0,1982,0.0,98058,47.422,-122.066,2010,109642,211417,0.9966059668987494,518400,45002106769,45001588369
790000.0,3,3.0,2840,206910,2.0,0,0,2,10,2840,0,1999,0.0,98059,47.468999999999994,-122.06299999999999,2070,25067,204070,0.9862742255086753,8065600,42811748100,42803682500
255000.0,2,1.0,1220,2500,1.0,0,0,2,6,770,450,1910,0.0,98126,47.5727,-122.37200000000001,1540,3000,1280,0.512,1488400,6250000,4761600
697000.0,4,3.0,2820,2850,1.5,0,0,4,7,1860,960,1928,0.0,98117,47.6813,-122.367,1570,4500,30,0.010526315789473684,7952400,8122500,170100
457500.0,2,1.0,840,5000,1.0,0,0,3,7,840,0,1908,0.0,98117,47.6803,-122.37100000000001,1240,5000,4160,0.832,705600,25000000,24294400
690000.0,3,2.0,1610,5100,1.5,0,0,4,8,1610,0,1940,0.0,98115,47.6825,-122.307,1740,5100,3490,0.6843137254901961,2592100,26010000,23417900
967000.0,4,3.25,1860,4356,2.0,0,0,2,9,1860,0,1917,2005.0,98103,47.6785,-122.351,1860,4356,2496,0.5730027548209367,3459600,18974736,15515136
980000.0,4,1.75,2260,17711,1.0,0,1,3,9,2260,0,1968,0.0,98040,47.5498,-122.214,2880,16594,15451,0.8723956862966518,5107600,313679521,308571921
619420.0,4,2.75,2450,14803,2.0,0,0,3,9,2450,0,1988,0.0,98059,47.5261,-122.162,2330,14803,12353,0.8344930081740188,6002500,219128809,213126309
389000.0,2,1.0,850,3276,1.0,0,0,2,6,850,0,1910,0.0,98103,47.6742,-122.35,1460,4100,2426,0.7405372405372406,722500,10732176,10009676
500000.0,3,1.0,1800,7200,1.0,0,0,2,7,1020,780,1964,0.0,98118,47.5616,-122.275,1740,5475,5400,0.75,3240000,51840000,48600000
569000.0,4,1.75,1230,7890,1.0,0,1,3,7,1090,140,1950,0.0,98004,47.5808,-122.189,2380,13176,6660,0.844106463878327,1512900,62252100,60739200
425000.0,4,2.25,2060,8540,1.0,0,0,3,7,1540,520,1967,0.0,98034,47.733999999999995,-122.19,1560,7700,6480,0.7587822014051522,4243600,72931600,68688000
635000.0,4,2.25,2750,6180,1.0,0,0,3,8,1500,1250,1948,0.0,98118,47.5691,-122.28399999999999,1740,6180,3430,0.5550161812297735,7562500,38192400,30629900
256500.0,2,1.0,1120,9912,1.0,0,0,3,6,1120,0,1980,0.0,98070,47.3735,-122.43,1540,9750,8792,0.8870056497175142,1254400,98247744,96993344
695000.0,4,2.5,3010,11393,2.0,0,0,2,8,3010,0,2005,0.0,98028,47.7389,-122.221,2810,11282,8383,0.7358026858597384,9060100,129800449,120740349
535000.0,4,1.5,1580,5000,1.5,0,0,2,7,1390,190,1945,0.0,98107,47.6735,-122.39299999999999,1580,5000,3420,0.684,2496400,25000000,22503600
454200.0,4,2.5,2630,5379,2.0,0,0,2,8,2630,0,2004,0.0,98059,47.4977,-122.163,2630,5379,2749,0.5110615356014129,6916900,28933641,22016741
418500.0,2,1.0,790,5800,1.0,0,0,2,6,790,0,1943,0.0,98117,47.6973,-122.36,1460,5800,5010,0.8637931034482759,624100,33640000,33015900
749950.0,4,2.75,3110,35235,2.0,0,0,3,9,3110,0,1983,0.0,98072,47.7355,-122.095,2790,35445,32125,0.9117354902795516,9672100,1241505225,1231833125
338500.0,3,1.75,2130,5489,1.0,0,0,2,8,1370,760,1999,0.0,98070,47.4489,-122.456,1750,7200,3359,0.6119511750774276,4536900,30129121,25592221
1250000.0,4,3.75,4520,9240,1.5,0,2,2,10,3270,1250,1992,0.0,98040,47.5897,-122.229,3380,9240,4720,0.5108225108225108,20430400,85377600,64947200
299950.0,3,2.5,1600,9830,2.0,0,0,3,8,1600,0,1993,0.0,98001,47.339,-122.266,1890,8910,8230,0.8372329603255341,2560000,96628900,94068900
325000.0,4,1.75,1950,12500,1.0,0,0,2,7,1330,620,1963,0.0,98168,47.4999,-122.32700000000001,1760,11520,10550,0.844,3802500,156250000,152447500
434000.0,4,3.0,2010,8171,2.0,0,0,2,8,2010,0,1973,0.0,98011,47.7688,-122.21799999999999,2090,8203,6161,0.7540080773467139,4040100,66765241,62725141
328950.0,4,1.75,2550,8976,1.0,0,0,4,7,1300,1250,1978,0.0,98058,47.4286,-122.179,2220,9477,6426,0.7159090909090909,6502500,80568576,74066076
2100000.0,5,3.75,5340,10655,2.5,0,3,3,10,3740,1600,1912,0.0,98144,47.5795,-122.285,3910,9418,5315,0.4988268418582825,28515600,113529025,85013425
570000.0,4,2.0,2000,46902,2.0,0,0,2,8,2000,0,1978,0.0,98075,47.5851,-122.072,2420,38130,44902,0.9573578951857064,4000000,2199797604,2195797604
802000.0,3,2.25,2170,5001,2.0,0,0,2,8,2170,0,2014,0.0,98103,47.6937,-122.338,1700,6991,2831,0.5660867826434713,4708900,25010001,20301101
525000.0,3,1.0,1550,6840,1.5,0,0,2,7,1550,0,1918,0.0,98103,47.6572,-122.335,2370,4560,5290,0.7733918128654971,2402500,46785600,44383100
700000.0,6,3.0,2790,4550,2.5,0,0,3,8,2790,0,1907,0.0,98119,47.626999999999995,-122.361,2590,4550,1760,0.3868131868131868,7784100,20702500,12918400
350000.0,3,1.75,1980,273556,1.0,0,0,2,6,1040,940,1956,1999.0,98042,47.4012,-122.11,2180,217799,271576,0.992761993887906,3920400,74832885136,74828964736
277500.0,2,1.5,1190,1236,3.0,0,0,2,7,1190,0,2005,0.0,98133,47.7274,-122.35700000000001,1390,1756,46,0.0372168284789644,1416100,1527696,111596
1580000.0,5,2.75,3650,20150,1.0,0,0,3,10,2360,1290,1975,0.0,98004,47.6215,-122.22399999999999,3220,19800,16500,0.8188585607940446,13322500,406022500,392700000
195000.0,3,1.0,1510,4350,1.5,0,0,4,6,1510,0,1913,0.0,98022,47.2052,-121.98700000000001,1210,5500,2840,0.6528735632183909,2280100,18922500,16642400
222000.0,3,2.0,1200,6074,1.0,0,0,2,7,1200,0,1968,0.0,98002,47.325,-122.205,1430,6338,4874,0.8024366150806718,1440000,36893476,35453476
865000.0,5,3.0,2830,8854,1.0,0,0,3,8,1500,1330,1979,0.0,98040,47.5743,-122.209,2260,8604,6024,0.6803704540320759,8008900,78393316,70384416
445000.0,4,2.0,1650,6000,1.0,0,0,4,7,1000,650,1959,0.0,98144,47.5834,-122.307,1540,6000,4350,0.725,2722500,36000000,33277500
495800.0,4,1.5,1710,4600,1.5,0,0,2,7,1710,0,1924,0.0,98115,47.6847,-122.318,1740,4455,2890,0.6282608695652174,2924100,21160000,18235900
548500.0,3,1.0,1740,4400,1.5,0,0,2,7,1740,0,1924,0.0,98122,47.6059,-122.3,1720,4400,2660,0.6045454545454545,3027600,19360000,16332400
310000.0,3,1.75,1840,10723,1.0,0,0,3,7,1220,620,1974,0.0,98058,47.428999999999995,-122.154,1590,9820,8883,0.8284062295999254,3385600,114982729,111597129
205000.0,3,1.5,1820,8585,1.0,0,0,3,7,1820,0,1962,0.0,98055,47.4479,-122.213,1740,10088,6765,0.7880023296447292,3312400,73702225,70389825
470000.0,5,3.75,3860,6901,2.0,0,0,2,7,3860,0,2003,0.0,98038,47.3694,-122.03200000000001,3000,8584,3041,0.4406607738008984,14899600,47623801,32724201
430000.0,3,1.5,1810,349351,1.5,0,0,2,7,1810,0,2002,0.0,98010,47.3392,-121.897,2480,339332,347541,0.9948189643081028,3276100,122046121201,122042845101
310000.0,2,2.0,1030,2271,3.0,0,0,2,7,1030,0,1999,0.0,98125,47.7263,-122.314,1439,1387,1241,0.5464553060325847,1060900,5157441,4096541
355000.0,4,1.0,1410,7693,1.5,0,0,3,7,1410,0,1953,0.0,98133,47.7604,-122.331,1330,8395,6283,0.8167164955154036,1988100,59182249,57194149
621500.0,5,2.5,2140,15950,1.0,0,2,3,8,1370,770,1968,0.0,98166,47.4797,-122.35799999999999,2600,14273,13810,0.8658307210031349,4579600,254402500,249822900
175000.0,6,1.5,1930,8400,1.0,0,0,2,7,1030,900,1971,0.0,98146,47.4869,-122.34,1780,9520,6470,0.7702380952380953,3724900,70560000,66835100
326000.0,6,1.5,1930,8400,1.0,0,0,2,7,1030,900,1971,0.0,98146,47.4869,-122.34,1780,9520,6470,0.7702380952380953,3724900,70560000,66835100
690000.0,4,3.5,1930,5400,1.5,0,2,2,7,1930,0,1920,0.0,98116,47.5679,-122.40899999999999,1500,3340,3470,0.6425925925925926,3724900,29160000,25435100
335000.0,4,2.5,2210,7214,2.0,0,0,2,8,2210,0,2003,0.0,98003,47.3554,-122.29799999999999,2270,7246,5004,0.6936512337122263,4884100,52041796,47157696
197000.0,4,1.0,1360,11175,1.0,0,0,2,7,1360,0,1961,0.0,98188,47.4551,-122.272,1340,9702,9815,0.8782997762863535,1849600,124880625,123031025
312500.0,3,1.75,1830,7969,1.0,0,0,2,7,930,900,1950,2008.0,98055,47.4667,-122.214,1790,7425,6139,0.7703601455640607,3348900,63504961,60156061
436000.0,3,2.25,2120,6710,1.0,0,0,4,7,1420,700,1959,0.0,98155,47.7461,-122.324,1880,6960,4590,0.684053651266766,4494400,45024100,40529700
1020000.0,4,2.5,2700,4590,2.0,0,0,2,8,2700,0,2002,0.0,98103,47.6734,-122.329,2080,3570,1890,0.4117647058823529,7290000,21068100,13778100
805000.0,4,2.5,3160,35225,2.0,0,1,2,9,2250,910,1992,0.0,98006,47.5672,-122.111,3460,17223,32065,0.9102909865152591,9985600,1240800625,1230815025
652427.0,4,2.25,2770,13129,2.0,0,0,3,8,2770,0,1979,0.0,98074,47.6268,-122.05,2400,13129,10359,0.789016680630665,7672900,172370641,164697741
1010000.0,3,2.5,2240,41339,1.0,0,0,3,9,2240,0,1945,1992.0,98005,47.6483,-122.163,2900,45738,39099,0.9458138803551126,5017600,1708912921,1703895321
355000.0,4,2.5,2570,6466,2.0,0,0,2,9,2570,0,1999,0.0,98092,47.3324,-122.17,2520,6667,3896,0.6025363439529848,6604900,41809156,35204256
334550.0,2,1.0,880,12000,1.0,0,0,2,7,880,0,1939,0.0,98133,47.7436,-122.35600000000001,1960,9395,11120,0.9266666666666666,774400,144000000,143225600
557500.0,3,2.25,1820,9670,2.0,0,0,2,8,1820,0,1984,0.0,98052,47.6382,-122.11,2160,11424,7850,0.811789038262668,3312400,93508900,90196500
277500.0,4,2.25,1660,7184,1.0,0,0,2,7,1110,550,1963,0.0,98188,47.4678,-122.294,1640,7200,5524,0.7689309576837416,2755600,51609856,48854256
300000.0,4,3.0,2200,10800,1.0,0,0,2,6,2200,0,1960,0.0,98058,47.4476,-122.169,1430,10800,8600,0.7962962962962963,4840000,116640000,111800000
325000.0,4,1.0,1640,3844,1.5,0,0,3,7,1460,180,1928,0.0,98133,47.7017,-122.354,1230,3844,2204,0.5733610822060354,2689600,14776336,12086736
402500.0,4,2.0,1650,3504,1.0,0,0,2,7,760,890,1951,2013.0,98144,47.5803,-122.294,1480,3504,1854,0.5291095890410958,2722500,12278016,9555516
461000.0,3,1.75,1420,5170,1.0,0,0,3,7,1420,0,1963,0.0,98007,47.6151,-122.145,2250,7700,3750,0.7253384912959381,2016400,26728900,24712500
540000.0,3,1.0,1270,3840,1.5,0,0,2,7,1270,0,1926,0.0,98103,47.6896,-122.35700000000001,1270,4175,2570,0.6692708333333334,1612900,14745600,13132700
385000.0,3,1.0,1070,4000,1.0,0,0,3,7,1070,0,1971,0.0,98108,47.5529,-122.305,1090,4000,2930,0.7325,1144900,16000000,14855100
480000.0,2,1.0,1060,3040,1.0,0,0,2,7,860,200,1924,0.0,98103,47.6725,-122.329,1470,3814,1980,0.6513157894736842,1123600,9241600,8118000
539950.0,3,2.25,2190,7149,1.0,0,1,3,8,1240,950,1963,0.0,98056,47.5243,-122.204,3500,7149,4959,0.6936634494334872,4796100,51108201,46312101
529000.0,3,2.25,1940,217800,2.0,0,0,2,9,1940,0,1990,0.0,98024,47.5636,-121.932,2580,83558,215860,0.9910927456382002,3763600,47436840000,47433076400
417000.0,3,2.5,1300,877,2.0,0,0,2,7,1060,240,2008,0.0,98199,47.6591,-122.39200000000001,1320,1414,-423,-0.4823261117445838,1690000,769129,-920871
405000.0,3,1.5,1330,12500,1.0,0,0,2,7,1330,0,1966,0.0,98027,47.5263,-122.051,2310,12500,11170,0.8936,1768900,156250000,154481100
299000.0,3,2.25,1940,9100,1.0,0,0,3,8,1630,310,1966,0.0,98023,47.3133,-122.36399999999999,2080,9100,7160,0.7868131868131868,3763600,82810000,79046400
299000.0,3,1.75,2100,15480,1.0,0,0,2,7,2100,0,1983,0.0,98001,47.2924,-122.271,1330,15657,13380,0.8643410852713178,4410000,239630400,235220400
372220.0,3,1.0,1290,5500,1.0,0,0,2,7,980,310,1951,0.0,98136,47.5266,-122.39200000000001,1680,5000,4210,0.7654545454545455,1664100,30250000,28585900
494400.0,2,1.75,1560,1750,1.0,0,0,3,6,780,780,1904,0.0,98109,47.6347,-122.355,1850,3600,190,0.10857142857142857,2433600,3062500,628900
280000.0,3,1.75,2630,6500,1.0,0,0,2,7,1330,1300,1958,0.0,98055,47.4878,-122.221,2520,6500,3870,0.5953846153846154,6916900,42250000,35333100
277950.0,3,2.5,2100,6021,2.0,0,0,2,7,2100,0,1992,0.0,98023,47.2917,-122.375,2091,7547,3921,0.6512207274539114,4410000,36252441,31842441
770000.0,3,2.75,2070,54557,2.0,0,0,2,8,2070,0,1996,0.0,98058,47.4659,-122.116,2190,49658,52487,0.9620580310500944,4284900,2976466249,2972181349
760000.0,4,2.5,2960,28005,2.0,0,0,2,10,2960,0,1989,0.0,98072,47.7477,-122.117,3510,35248,25045,0.8943045884663453,8761600,784280025,775518425
230000.0,2,2.0,1300,3608,1.0,0,0,2,7,1300,0,2004,0.0,98198,47.3623,-122.309,1510,3608,2308,0.6396895787139689,1690000,13017664,11327664
525000.0,4,2.5,2520,7731,2.0,0,0,2,9,2520,0,1994,0.0,98155,47.7709,-122.29700000000001,2000,7704,5211,0.6740395809080326,6350400,59768361,53417961
307000.0,3,1.0,1150,6000,1.5,0,0,2,7,1150,0,1927,0.0,98045,47.4963,-121.787,1210,7700,4850,0.8083333333333333,1322500,36000000,34677500
253779.0,4,2.0,2030,9600,1.5,0,0,2,6,1430,600,1947,0.0,98188,47.4459,-122.272,1820,14600,7570,0.7885416666666667,4120900,92160000,88039100
405000.0,3,1.5,1880,7400,1.0,0,0,2,8,1480,400,1968,0.0,98155,47.7743,-122.27,1820,8660,5520,0.745945945945946,3534400,54760000,51225600
360000.0,2,1.0,2320,11250,2.0,0,0,3,6,2320,0,1942,0.0,98146,47.504,-122.36200000000001,1620,11250,8930,0.7937777777777778,5382400,126562500,121180100
521000.0,2,1.0,1050,7500,1.5,0,3,3,6,1050,0,1910,0.0,98116,47.5577,-122.399,2540,13680,6450,0.86,1102500,56250000,55147500
680000.0,4,2.5,3030,13068,2.0,0,0,2,9,3030,0,1978,0.0,98005,47.6313,-122.17200000000001,2940,11999,10038,0.7681359044995408,9180900,170772624,161591724
355000.0,1,0.75,530,33278,1.0,0,2,3,4,530,0,1950,0.0,98074,47.6412,-122.079,2830,14311,32748,0.9840735621131078,280900,1107425284,1107144384
200000.0,3,1.5,1090,9600,1.0,0,0,3,7,1090,0,1968,0.0,98042,47.3639,-122.109,1240,9620,8510,0.8864583333333333,1188100,92160000,90971900
330000.0,3,2.25,2220,4060,1.0,0,0,2,7,1330,890,1993,0.0,98118,47.5188,-122.265,1930,5625,1840,0.45320197044334976,4928400,16483600,11555200
221000.0,3,2.25,1430,5999,2.0,0,0,2,7,1430,0,1987,0.0,98023,47.3116,-122.35799999999999,1600,5999,4569,0.7616269378229705,2044900,35988001,33943101
1600000.0,4,4.5,3780,6000,2.0,0,4,3,11,2770,1010,1910,1977.0,98116,47.5922,-122.38799999999999,2660,6000,2220,0.37,14288400,36000000,21711600
310000.0,2,1.0,1560,4920,1.0,0,0,3,6,780,780,1947,0.0,98125,47.7248,-122.325,1760,7510,3360,0.6829268292682927,2433600,24206400,21772800
862000.0,4,2.25,2220,4200,1.5,0,0,4,8,1310,910,1932,0.0,98199,47.6418,-122.39399999999999,2020,4940,1980,0.4714285714285714,4928400,17640000,12711600
200000.0,3,1.5,1140,8340,1.0,0,0,2,7,1140,0,1960,0.0,98168,47.4773,-122.28,1140,8340,7200,0.8633093525179856,1299600,69555600,68256000
630000.0,4,2.5,2540,11100,1.0,0,0,4,7,2540,0,1957,0.0,98008,47.6317,-122.124,1560,11100,8560,0.7711711711711712,6451600,123210000,116758400
432250.0,3,2.25,1440,6232,2.0,0,0,2,7,1440,0,1985,0.0,98029,47.5658,-122.01799999999999,1740,5999,4792,0.7689345314505777,2073600,38837824,36764224
478000.0,3,2.25,1570,9500,1.0,0,0,3,7,1070,500,1977,0.0,98033,47.6843,-122.185,2250,9583,7930,0.8347368421052631,2464900,90250000,87785100
249000.0,4,2.25,1860,9576,1.0,0,0,2,7,1400,460,1962,0.0,98032,47.3612,-122.28399999999999,1860,9576,7716,0.8057644110275689,3459600,91699776,88240176
