price,sqft_living,bedrooms,bathrooms,condition,floors,sqft_lot,sqft_above,sqft_basement,BR/BTH,FAR,yard,lot_per_floor,living_per_floor,living_per_lot,grade,yr_built,yr_renovated,yr_built_pd,renovated,built_and_renovated,zipcode,view,waterfront
475000.0,1320,3,1.75,2,1.0,7840,1320,0,1.71,0.17,6520.0,7840.0,1320.0,0.17,8,1966,0.0,7,0,70,98007,0,0
410000.0,2520,6,2.75,3,1.0,9324,1320,1200,2.18,0.27,8004.0,9324.0,1320.0,0.14,7,1962,0.0,7,0,70,98155,0,0
670000.0,1680,3,2.5,2,3.0,2000,1680,0,1.2,0.84,1440.0,666.67,560.0,0.84,9,1909,0.0,1,0,10,98105,0,0
430000.0,2000,3,2.5,2,2.0,35438,2000,0,1.2,0.06,34438.0,17719.0,1000.0,0.06,7,1968,2005.0,7,1,14,98027,0,0
313000.0,1180,2,1.0,4,1.0,4900,1180,0,2.0,0.24,3720.0,4900.0,1180.0,0.24,6,1954,0.0,6,0,60,98027,0,0
950000.0,3330,3,3.25,2,2.5,15093,3330,0,0.92,0.22,13761.0,6037.2,1332.0,0.22,9,1988,0.0,9,0,90,98040,0,0
751750.0,1880,2,2.0,2,1.5,5400,1880,0,1.0,0.35,4146.666666666667,3600.0,1253.33,0.35,8,1902,0.0,1,0,10,98112,0,0
760000.0,2990,4,2.5,2,2.0,5280,2210,780,1.6,0.57,4175.0,2640.0,1105.0,0.42,9,2003,0.0,11,0,110,98027,0,0
310650.0,1510,3,1.75,3,1.0,12408,1510,0,1.71,0.12,10898.0,12408.0,1510.0,0.12,7,1969,0.0,7,0,70,98059,0,0
367500.0,3110,4,3.0,2,2.0,7231,3110,0,1.33,0.43,5676.0,3615.5,1555.0,0.43,8,1997,0.0,10,0,100,98092,0,0
580000.0,2150,4,2.5,2,2.0,5000,2150,0,1.6,0.43,3925.0,2500.0,1075.0,0.43,8,2001,0.0,11,0,110,98115,0,0
580000.0,1900,3,2.25,2,1.5,3960,1200,700,1.33,0.48,3160.0,2640.0,800.0,0.3,8,1905,0.0,1,0,10,98122,0,0
665000.0,2720,4,2.5,2,2.0,10000,2720,0,1.6,0.27,8640.0,5000.0,1360.0,0.27,10,1987,0.0,9,0,90,98074,0,0
239950.0,1560,3,2.25,3,2.0,8280,1560,0,1.33,0.19,7500.0,4140.0,780.0,0.19,7,1979,0.0,8,0,80,98001,0,0
470000.0,1990,4,2.5,2,2.0,30083,1990,0,1.6,0.07,29088.0,15041.5,995.0,0.07,8,1998,0.0,10,0,100,98155,0,0
733000.0,1740,3,1.75,4,1.0,3060,950,0,1.71,0.57,1320.0,3060.0,950.0,0.31,8,1930,2014.0,3,1,3,98115,0,0
250000.0,2130,4,2.0,2,1.0,8400,1350,780,2.0,0.25,7050.0,8400.0,1350.0,0.16,7,1962,0.0,7,0,70,98031,0,0
402000.0,1510,4,1.75,4,1.0,9176,1510,0,2.29,0.16,7666.0,9176.0,1510.0,0.16,7,1957,0.0,6,0,60,98133,0,0
295000.0,2100,5,3.5,2,2.0,5107,1410,690,1.43,0.41,4402.0,2553.5,705.0,0.28,7,1999,0.0,10,0,100,98178,0,0
355000.0,2344,5,2.5,3,1.0,8000,1560,784,2.0,0.29,6440.0,8000.0,1560.0,0.2,8,1976,0.0,8,0,80,98023,0,0
289000.0,1970,3,1.5,3,1.0,22486,1970,0,2.0,0.09,20516.0,22486.0,1970.0,0.09,6,1968,0.0,7,0,70,98058,0,0
376000.0,1470,3,2.25,2,2.0,9140,1470,0,1.33,0.16,8405.0,4570.0,735.0,0.16,7,1982,0.0,9,0,90,98133,2,0
212700.0,940,2,1.0,2,1.0,5040,940,0,2.0,0.19,4100.0,5040.0,940.0,0.19,7,1926,0.0,3,0,30,98126,0,0
325000.0,1780,3,1.75,3,1.0,13095,1780,0,1.71,0.14,11315.0,13095.0,1780.0,0.14,9,1983,0.0,9,0,90,98042,0,0
415000.0,2230,4,2.5,2,2.0,5743,2230,0,1.6,0.39,4628.0,2871.5,1115.0,0.39,7,2002,0.0,11,0,110,98019,0,0
935000.0,3570,3,2.5,3,1.0,15151,2400,1170,1.2,0.24,12751.0,15151.0,2400.0,0.16,8,1981,0.0,9,0,90,98177,0,0
372000.0,1920,3,2.5,2,2.0,15260,1920,0,1.2,0.13,14300.0,7630.0,960.0,0.13,7,1990,0.0,9,0,90,98019,0,0
240000.0,1290,3,1.5,2,1.0,8366,1020,270,2.0,0.15,7346.0,8366.0,1020.0,0.12,7,1957,0.0,6,0,60,98168,0,0
334950.0,1880,3,1.75,4,1.0,16262,1880,0,1.71,0.12,14382.0,16262.0,1880.0,0.12,7,1980,0.0,8,0,80,98059,0,0
426500.0,2960,4,2.5,2,2.0,4640,2960,0,1.6,0.64,3160.0,2320.0,1480.0,0.64,9,2005,0.0,11,0,110,98038,0,0
430000.0,1840,2,1.75,2,1.0,14874,1300,540,1.14,0.12,13574.0,14874.0,1300.0,0.09,8,1952,0.0,6,0,60,98166,2,0
400000.0,1890,3,1.5,2,1.0,6183,1090,800,2.0,0.31,5093.0,6183.0,1090.0,0.18,7,1967,0.0,7,0,70,98118,0,0
455850.0,1820,3,2.25,3,1.0,6000,1120,700,1.33,0.3,4880.0,6000.0,1120.0,0.19,7,1964,0.0,7,0,70,98108,0,0
1970000.0,4370,4,3.5,2,2.0,8510,3610,760,1.14,0.51,6705.0,4255.0,1805.0,0.42,10,2003,0.0,11,0,110,98004,1,0
400000.0,1530,3,1.75,2,1.0,10731,1530,0,1.71,0.14,9201.0,10731.0,1530.0,0.14,7,1986,0.0,9,0,90,98028,0,0
397500.0,1030,3,1.0,3,1.0,10480,1030,0,3.0,0.1,9450.0,10480.0,1030.0,0.1,7,1954,0.0,6,0,60,98006,0,0
755000.0,2000,3,2.5,2,3.0,1950,2000,0,1.2,1.03,1283.3333333333335,650.0,666.67,1.03,8,2005,0.0,11,0,110,98109,0,0
287000.0,1730,5,1.5,2,1.0,9230,1010,720,3.33,0.19,8220.0,9230.0,1010.0,0.11,7,1962,0.0,7,0,70,98058,0,0
480000.0,3620,4,2.5,2,2.0,16000,3620,0,1.6,0.23,14190.0,8000.0,1810.0,0.23,9,1976,0.0,8,0,80,98038,0,0
490000.0,2040,3,2.5,2,2.0,9622,2040,0,1.2,0.21,8602.0,4811.0,1020.0,0.21,8,1995,0.0,10,0,100,98045,0,0
365000.0,2640,3,2.5,2,2.0,6715,1680,960,1.2,0.39,5875.0,3357.5,840.0,0.25,8,1991,0.0,10,0,100,98058,0,0
260000.0,1600,3,2.5,2,2.0,2244,1600,0,1.2,0.71,1444.0,1122.0,800.0,0.71,7,2005,0.0,11,0,110,98056,0,0
505000.0,1480,4,1.0,3,1.5,12675,1480,0,4.0,0.12,11688.333333333334,8450.0,986.67,0.12,7,1929,0.0,3,0,30,98133,0,0
260000.0,700,2,1.0,2,1.0,4800,700,0,2.0,0.15,4100.0,4800.0,700.0,0.15,7,1922,0.0,3,0,30,98122,0,0
430000.0,700,2,1.0,2,1.0,4800,700,0,2.0,0.15,4100.0,4800.0,700.0,0.15,7,1922,0.0,3,0,30,98122,0,0
905000.0,3520,4,2.5,3,2.0,12193,3520,0,1.6,0.29,10433.0,6096.5,1760.0,0.29,10,1993,0.0,10,0,100,98027,0,0
440000.0,1650,3,2.0,3,2.0,6408,1650,0,1.5,0.26,5583.0,3204.0,825.0,0.26,8,1977,0.0,8,0,80,98052,0,0
439500.0,1360,4,1.0,2,1.5,5500,1360,0,4.0,0.25,4593.333333333333,3666.67,906.67,0.25,7,1950,0.0,5,0,50,98115,0,0
270000.0,1350,3,2.0,4,1.0,6696,680,670,1.5,0.2,6016.0,6696.0,680.0,0.1,6,1944,0.0,5,0,50,98056,0,0
306500.0,1970,3,2.5,3,2.0,6291,1970,0,1.2,0.31,5306.0,3145.5,985.0,0.31,7,1998,0.0,10,0,100,98042,0,0
380000.0,1470,3,2.0,2,2.0,1656,1310,160,1.5,0.89,1001.0,828.0,655.0,0.79,8,2003,0.0,11,0,110,98126,0,0
215000.0,1610,4,1.75,4,1.0,9652,1610,0,2.29,0.17,8042.0,9652.0,1610.0,0.17,7,1969,0.0,7,0,70,98042,0,0
299900.0,810,2,1.0,2,1.0,6150,810,0,2.0,0.13,5340.0,6150.0,810.0,0.13,7,1950,0.0,5,0,50,98133,0,0
1450000.0,2820,4,3.5,2,2.0,7809,2820,0,1.14,0.36,6399.0,3904.5,1410.0,0.36,10,1995,0.0,10,0,100,98004,0,0
239950.0,1900,3,1.0,3,1.5,33888,1900,0,3.0,0.06,32621.333333333332,22592.0,1266.67,0.06,5,1942,0.0,5,0,50,98001,0,0
494000.0,1830,4,2.5,3,1.0,7345,1540,290,1.6,0.25,5805.0,7345.0,1540.0,0.21,8,1973,0.0,8,0,80,98177,0,0
317500.0,1730,4,1.5,3,1.0,7700,1010,720,2.67,0.22,6690.0,7700.0,1010.0,0.13,7,1963,0.0,7,0,70,98059,0,0
670000.0,2110,4,2.5,3,2.0,7291,2110,0,1.6,0.29,6236.0,3645.5,1055.0,0.29,7,1977,0.0,8,0,80,98033,0,0
650000.0,3060,3,2.5,2,2.0,7831,3060,0,1.2,0.39,6301.0,3915.5,1530.0,0.39,9,2004,0.0,11,0,110,98065,2,0
852000.0,2620,4,2.5,2,2.0,7328,2620,0,1.6,0.36,6018.0,3664.0,1310.0,0.36,8,1983,0.0,9,0,90,98118,0,0
250000.0,1088,2,1.5,2,2.0,1360,1088,0,1.33,0.8,816.0,680.0,544.0,0.8,7,1983,0.0,9,0,90,98034,0,0
264950.0,1400,3,1.5,3,1.0,10853,1400,0,2.0,0.13,9453.0,10853.0,1400.0,0.13,7,1964,0.0,7,0,70,98055,0,0
582500.0,1540,2,2.0,4,1.0,6804,1020,520,1.0,0.23,5784.0,6804.0,1020.0,0.15,7,1942,0.0,5,0,50,98177,0,0
384000.0,1540,3,2.5,2,2.0,1564,1300,240,1.2,0.98,914.0,782.0,650.0,0.83,7,1998,0.0,10,0,100,98144,0,0
817000.0,2310,3,1.5,2,1.5,3360,1790,520,2.0,0.69,2166.666666666667,2240.0,1193.33,0.53,8,1926,0.0,3,0,30,98119,0,0
320000.0,1730,4,1.75,3,1.0,9520,1730,0,2.29,0.18,7790.0,9520.0,1730.0,0.18,7,1971,0.0,8,0,80,98059,0,0
445800.0,2070,4,2.25,2,1.0,39446,1470,600,1.78,0.05,37976.0,39446.0,1470.0,0.04,8,1977,0.0,8,0,80,98155,0,0
263300.0,900,2,1.0,2,1.0,4500,900,0,2.0,0.2,3600.0,4500.0,900.0,0.2,7,1951,0.0,6,0,60,98118,0,0
215000.0,860,3,1.0,2,1.0,6635,860,0,3.0,0.13,5775.0,6635.0,860.0,0.13,6,1952,0.0,6,0,60,98133,0,0
842500.0,2980,5,4.0,2,1.5,4500,2070,910,1.25,0.66,3120.0,3000.0,1380.0,0.46,7,1921,0.0,3,0,30,98115,0,0
850000.0,2980,5,4.0,2,1.5,4500,2070,910,1.25,0.66,3120.0,3000.0,1380.0,0.46,7,1921,0.0,3,0,30,98115,0,0
386000.0,2740,5,2.5,2,2.0,12413,2740,0,2.0,0.22,11043.0,6206.5,1370.0,0.22,7,1990,0.0,9,0,90,98031,0,0
251100.0,1790,4,2.5,2,2.0,5257,1790,0,1.6,0.34,4362.0,2628.5,895.0,0.34,7,1996,0.0,10,0,100,98030,0,0
435000.0,1750,3,1.75,2,1.0,16748,1330,420,1.71,0.1,15418.0,16748.0,1330.0,0.08,7,1978,0.0,8,0,80,98072,0,0
870000.0,3610,4,4.0,2,2.0,12811,3610,0,1.0,0.28,11006.0,6405.5,1805.0,0.28,10,2000,0.0,10,0,100,98075,0,0
800000.0,1430,6,1.0,2,2.0,20620,1430,0,6.0,0.07,19905.0,10310.0,715.0,0.07,7,1954,0.0,6,0,60,98004,0,0
555000.0,1570,3,1.75,3,1.0,15500,1570,0,1.71,0.1,13930.0,15500.0,1570.0,0.1,7,1968,0.0,7,0,70,98052,0,0
280000.0,2280,2,1.0,2,2.0,37500,2280,0,2.0,0.06,36360.0,18750.0,1140.0,0.06,7,1932,0.0,4,0,40,98136,0,0
356000.0,940,3,1.0,2,1.0,2366,940,0,3.0,0.4,1426.0,2366.0,940.0,0.4,6,1916,0.0,2,0,20,98107,0,0
675000.0,2920,4,2.5,2,2.0,6000,2920,0,1.6,0.49,4540.0,3000.0,1460.0,0.49,9,2004,0.0,11,0,110,98065,4,0
605000.0,2260,4,2.25,2,2.0,11900,2260,0,1.78,0.19,10770.0,5950.0,1130.0,0.19,9,1976,0.0,8,0,80,98074,0,0
690500.0,2000,5,2.0,3,1.5,4211,1280,720,2.5,0.47,3357.6666666666665,2807.33,853.33,0.3,7,1908,0.0,1,0,10,98112,2,0
437000.0,1440,2,1.75,2,1.0,4225,1440,0,1.14,0.34,2785.0,4225.0,1440.0,0.34,8,2005,0.0,11,0,110,98053,0,0
850000.0,2310,5,2.0,3,1.5,13430,2310,0,2.5,0.17,11890.0,8953.33,1540.0,0.17,8,1966,0.0,7,0,70,98004,0,0
350000.0,2300,4,2.25,3,1.5,4600,1340,960,1.78,0.5,3706.6666666666665,3066.67,893.33,0.29,7,1904,0.0,1,0,10,98144,0,0
480000.0,1490,2,2.25,2,1.5,6770,1490,0,0.89,0.22,5776.666666666667,4513.33,993.33,0.22,8,1926,0.0,3,0,30,98108,0,0
379500.0,1830,3,2.25,2,2.0,25641,1830,0,1.33,0.07,24726.0,12820.5,915.0,0.07,8,1989,0.0,9,0,90,98059,0,0
600000.0,4440,5,4.5,2,2.0,9784,4440,0,1.11,0.45,7564.0,4892.0,2220.0,0.45,10,2012,0.0,12,0,120,98168,0,0
1440000.0,4970,4,3.5,3,2.0,16582,3930,1040,1.14,0.3,14617.0,8291.0,1965.0,0.24,11,1992,0.0,10,0,100,98006,3,0
303000.0,1000,2,1.5,2,2.0,1075,840,160,1.33,0.93,655.0,537.5,420.0,0.78,7,2007,0.0,11,0,110,98144,0,0
800000.0,4940,4,2.5,2,1.0,10037,3450,1490,1.6,0.49,6587.0,10037.0,3450.0,0.34,9,1953,0.0,6,0,60,98178,4,0
549000.0,1980,2,2.0,4,1.5,6000,1220,760,1.0,0.33,5186.666666666667,4000.0,813.33,0.2,7,1906,0.0,1,0,10,98103,0,0
324950.0,1560,3,2.5,2,1.0,9600,1210,0,1.2,0.16,8040.0,9600.0,1210.0,0.13,7,1964,0.0,7,0,70,98188,0,0
170000.0,870,2,1.0,2,1.0,6537,870,0,2.0,0.13,5667.0,6537.0,870.0,0.13,6,1948,0.0,5,0,50,98168,0,0
178000.0,840,3,1.0,4,1.0,6500,840,0,3.0,0.13,5660.0,6500.0,840.0,0.13,6,1969,0.0,7,0,70,98042,0,0
144000.0,1250,3,1.0,2,1.0,8314,1250,0,3.0,0.15,7064.0,8314.0,1250.0,0.15,6,1958,0.0,6,0,60,98058,0,0
1580000.0,3120,4,2.75,3,1.0,20031,1980,1140,1.45,0.16,18051.0,20031.0,1980.0,0.1,9,1954,0.0,6,0,60,98040,2,0
258000.0,750,2,1.0,2,1.0,7000,750,0,2.0,0.11,6250.0,7000.0,750.0,0.11,6,1932,0.0,4,0,40,98024,0,0
345000.0,710,3,1.75,3,1.0,5050,710,0,1.71,0.14,4340.0,5050.0,710.0,0.14,6,1950,0.0,5,0,50,98126,0,0
470000.0,2290,3,1.75,2,1.0,14800,1620,670,1.71,0.15,13180.0,14800.0,1620.0,0.11,8,1965,0.0,7,0,70,98155,0,0
2900000.0,3750,5,2.5,2,2.0,91681,3750,0,2.0,0.04,89806.0,45840.5,1875.0,0.04,10,1925,0.0,3,0,30,98118,4,1
350000.0,980,3,1.5,4,1.0,7790,980,0,2.0,0.13,6810.0,7790.0,980.0,0.13,7,1969,0.0,7,0,70,98034,0,0
225500.0,1590,2,1.75,3,1.0,11276,1590,0,1.14,0.14,9686.0,11276.0,1590.0,0.14,7,1972,0.0,8,0,80,98002,0,0
473000.0,940,2,1.0,2,1.0,4000,720,220,2.0,0.23,3280.0,4000.0,720.0,0.18,6,1942,0.0,5,0,50,98199,0,0
279000.0,1750,3,1.75,2,1.0,9623,1150,600,1.71,0.18,8473.0,9623.0,1150.0,0.12,7,1962,0.0,7,0,70,98198,0,0
470000.0,1460,3,1.0,2,1.0,8227,880,580,3.0,0.18,7347.0,8227.0,880.0,0.11,6,1948,0.0,5,0,50,98125,0,0
565000.0,1540,3,1.75,3,1.0,4800,770,770,1.71,0.32,4030.0,4800.0,770.0,0.16,6,1925,0.0,3,0,30,98105,0,0
695000.0,2560,3,2.0,3,1.0,6800,1380,1180,1.5,0.38,5420.0,6800.0,1380.0,0.2,8,1952,0.0,6,0,60,98136,1,0
315000.0,1660,3,1.75,3,1.0,37642,1660,0,1.71,0.04,35982.0,37642.0,1660.0,0.04,7,1991,0.0,10,0,100,98022,0,0
529000.0,1880,3,2.5,2,2.0,4499,1880,0,1.2,0.42,3559.0,2249.5,940.0,0.42,8,1993,0.0,10,0,100,98029,0,0
750000.0,3500,5,3.75,2,1.5,101494,3500,0,1.33,0.03,99160.66666666667,67662.67,2333.33,0.03,8,1967,1990.0,7,1,28,98053,0,0
481500.0,1840,3,2.25,2,2.0,10500,1840,0,1.33,0.18,9580.0,5250.0,920.0,0.18,7,1993,0.0,10,0,100,98034,0,0
211000.0,1060,3,2.0,2,1.0,7412,1060,0,1.5,0.14,6352.0,7412.0,1060.0,0.14,7,1987,0.0,9,0,90,98038,0,0
455000.0,1790,3,2.25,2,1.0,7500,1390,400,1.33,0.24,6110.0,7500.0,1390.0,0.19,7,1973,0.0,8,0,80,98034,0,0
238950.0,810,2,1.0,2,1.0,4838,810,0,2.0,0.17,4028.0,4838.0,810.0,0.17,5,1938,0.0,4,0,40,98055,0,0
722500.0,2600,4,3.5,2,2.0,5100,1820,780,1.14,0.51,4190.0,2550.0,910.0,0.36,8,2003,0.0,11,0,110,98117,0,0
795000.0,3230,4,2.5,3,1.0,19193,2000,1230,1.6,0.17,17193.0,19193.0,2000.0,0.1,8,1973,0.0,8,0,80,98075,3,0
327500.0,2240,4,2.25,2,2.0,9600,2240,0,1.78,0.23,8480.0,4800.0,1120.0,0.23,8,1971,0.0,8,0,80,98032,0,0
585000.0,3400,4,3.0,2,2.0,5100,3400,0,1.33,0.67,3400.0,2550.0,1700.0,0.67,9,2006,0.0,11,0,110,98038,0,0
775000.0,3140,4,2.0,2,1.0,10875,1940,1200,2.0,0.29,8935.0,10875.0,1940.0,0.18,7,1939,1969.0,4,1,24,98199,1,0
645000.0,2780,4,2.5,2,2.0,4200,2780,0,1.6,0.66,2810.0,2100.0,1390.0,0.66,8,2001,0.0,11,0,110,98075,0,0
445000.0,2320,4,2.75,2,1.0,12368,1670,650,1.45,0.19,10698.0,12368.0,1670.0,0.14,8,1968,0.0,7,0,70,98133,0,0
257950.0,1370,3,1.75,2,1.0,5858,1370,0,1.71,0.23,4488.0,5858.0,1370.0,0.23,7,1987,0.0,9,0,90,98198,0,0
375000.0,2230,5,1.75,2,1.0,7560,1230,1000,2.86,0.29,6330.0,7560.0,1230.0,0.16,7,1959,0.0,6,0,60,98178,0,0
245000.0,1610,3,2.5,2,2.0,7223,1610,0,1.2,0.22,6418.0,3611.5,805.0,0.22,7,1994,0.0,10,0,100,98030,0,0
725000.0,3410,3,2.5,2,2.0,41022,3410,0,1.2,0.08,39317.0,20511.0,1705.0,0.08,11,1990,0.0,9,0,90,98042,0,0
702000.0,2810,4,2.5,2,2.0,4922,2810,0,1.6,0.57,3517.0,2461.0,1405.0,0.57,9,2005,0.0,11,0,110,98074,0,0
330000.0,1850,3,1.75,2,2.0,14986,1850,0,1.71,0.12,14061.0,7493.0,925.0,0.12,6,1943,2005.0,5,1,10,98059,0,0
940000.0,1790,3,1.5,2,1.5,4800,1790,0,2.0,0.37,3606.666666666667,3200.0,1193.33,0.37,8,1912,0.0,2,0,20,98119,0,0
354500.0,1150,3,1.0,3,1.5,11396,1150,0,3.0,0.1,10629.333333333334,7597.33,766.67,0.1,7,1950,0.0,5,0,50,98155,0,0
279950.0,2420,4,2.75,3,1.5,8700,2420,0,1.45,0.28,7086.666666666667,5800.0,1613.33,0.28,7,1914,0.0,2,0,20,98002,0,0
284000.0,1580,3,2.25,3,1.0,7034,1180,400,1.33,0.22,5854.0,7034.0,1180.0,0.17,7,1989,0.0,9,0,90,98038,0,0
480000.0,1760,5,2.0,2,1.0,21562,1560,200,2.5,0.08,20002.0,21562.0,1560.0,0.07,8,1959,0.0,6,0,60,98028,1,0
647500.0,1760,5,2.0,2,1.0,21562,1560,200,2.5,0.08,20002.0,21562.0,1560.0,0.07,8,1959,0.0,6,0,60,98028,1,0
625000.0,2750,3,2.5,2,2.0,35000,2750,0,1.2,0.08,33625.0,17500.0,1375.0,0.08,9,1993,0.0,10,0,100,98077,0,0
152000.0,920,3,1.0,3,1.0,4875,920,0,3.0,0.19,3955.0,4875.0,920.0,0.19,7,1978,0.0,8,0,80,98042,0,0
322000.0,960,3,1.0,2,1.0,10181,960,0,3.0,0.09,9221.0,10181.0,960.0,0.09,7,1961,0.0,7,0,70,98034,0,0
445000.0,1120,3,1.75,3,1.0,4000,870,250,1.71,0.28,3130.0,4000.0,870.0,0.22,7,1916,0.0,2,0,20,98107,0,0
595000.0,1560,3,1.0,3,1.5,3960,1560,0,3.0,0.39,2920.0,2640.0,1040.0,0.39,7,1907,0.0,1,0,10,98144,0,0
165000.0,1380,3,1.0,2,1.0,7334,980,400,3.0,0.19,6354.0,7334.0,980.0,0.13,7,1981,0.0,9,0,90,98055,0,0
278500.0,1940,4,2.5,2,2.0,6206,1940,0,1.6,0.31,5236.0,3103.0,970.0,0.31,7,1990,0.0,9,0,90,98023,0,0
517500.0,1810,3,1.75,2,1.0,10625,1370,440,1.71,0.17,9255.0,10625.0,1370.0,0.13,8,1973,0.0,8,0,80,98027,0,0
343566.0,1100,2,1.0,2,1.0,4200,1100,0,2.0,0.26,3100.0,4200.0,1100.0,0.26,7,1954,0.0,6,0,60,98136,0,0
286285.0,1980,4,2.25,2,1.0,9714,1170,810,1.78,0.2,8544.0,9714.0,1170.0,0.12,7,1977,0.0,8,0,80,98002,0,0
474905.0,1340,4,1.5,4,1.0,6200,1340,0,2.67,0.22,4860.0,6200.0,1340.0,0.22,6,1959,0.0,6,0,60,98008,0,0
550000.0,1680,3,1.75,3,1.0,4800,1400,280,1.71,0.35,3400.0,4800.0,1400.0,0.29,7,1960,0.0,6,0,60,98126,0,0
286000.0,2060,4,2.5,2,2.0,16000,2060,0,1.6,0.13,14970.0,8000.0,1030.0,0.13,6,1993,0.0,10,0,100,98001,0,0
900000.0,2620,3,3.25,3,1.0,7215,1770,850,0.92,0.36,5445.0,7215.0,1770.0,0.25,8,1980,0.0,8,0,80,98004,0,0
449950.0,1610,3,2.25,2,2.0,5159,1610,0,1.33,0.31,4354.0,2579.5,805.0,0.31,7,1985,0.0,9,0,90,98029,0,0
259000.0,1490,4,1.5,2,2.0,7560,1490,0,2.67,0.2,6815.0,3780.0,745.0,0.2,7,1966,0.0,7,0,70,98198,0,0
340000.0,1900,3,2.25,2,1.0,8125,1540,360,1.33,0.23,6585.0,8125.0,1540.0,0.19,7,1969,0.0,7,0,70,98058,0,0
785000.0,3440,4,2.5,2,2.0,56192,3440,0,1.6,0.06,54472.0,28096.0,1720.0,0.06,9,1994,0.0,10,0,100,98053,0,0
490000.0,1840,2,1.0,3,1.5,3300,1130,710,2.0,0.56,2546.6666666666665,2200.0,753.33,0.34,6,1910,0.0,1,0,10,98107,0,0
344950.0,2330,4,2.0,3,1.0,6250,1400,930,2.0,0.37,4850.0,6250.0,1400.0,0.22,7,1941,0.0,5,0,50,98030,0,0
950000.0,2250,3,2.0,3,2.0,2975,1880,370,1.5,0.76,2035.0,1487.5,940.0,0.63,9,1905,0.0,1,0,10,98112,0,0
810000.0,2000,4,1.75,3,1.0,3988,1000,1000,2.29,0.5,2988.0,3988.0,1000.0,0.25,7,1958,0.0,6,0,60,98116,4,0
998160.0,3010,2,2.5,3,1.0,16050,1260,1750,0.8,0.19,14790.0,16050.0,1260.0,0.08,9,1976,0.0,8,0,80,98006,3,0
377000.0,1680,3,1.75,2,1.0,7389,1150,530,1.71,0.23,6239.0,7389.0,1150.0,0.16,8,1979,0.0,8,0,80,98056,0,0
595000.0,1530,3,2.0,3,1.0,6773,1530,0,1.5,0.23,5243.0,6773.0,1530.0,0.23,8,1984,0.0,9,0,90,98033,0,0
313300.0,970,2,1.0,2,1.0,4800,970,0,2.0,0.2,3830.0,4800.0,970.0,0.2,6,1911,1940.0,2,1,18,98116,0,0
360000.0,1550,5,1.75,3,1.5,5225,1550,0,2.86,0.3,4191.666666666667,3483.33,1033.33,0.3,7,1941,0.0,5,0,50,98108,0,0
188000.0,1660,3,1.75,1,1.0,7350,1660,0,1.71,0.23,5690.0,7350.0,1660.0,0.23,8,1979,0.0,8,0,80,98023,0,0
755000.0,3680,3,2.5,2,1.5,203860,3680,0,1.2,0.02,201406.66666666666,135906.67,2453.33,0.02,9,1994,0.0,10,0,100,98014,0,0
1290000.0,3210,5,3.5,2,2.0,4060,2290,920,1.43,0.79,2915.0,2030.0,1145.0,0.56,10,1917,2003.0,2,1,4,98117,2,0
455000.0,1480,3,1.0,2,2.5,13280,1480,0,3.0,0.11,12688.0,5312.0,592.0,0.11,6,1940,0.0,4,0,40,98027,0,0
817500.0,3600,5,3.5,2,2.0,9312,2680,920,1.43,0.39,7972.0,4656.0,1340.0,0.29,10,2005,0.0,11,0,110,98052,3,0
550000.0,1700,3,2.25,2,3.0,1481,1700,0,1.33,1.15,914.3333333333334,493.67,566.67,1.15,8,2002,0.0,11,0,110,98103,0,0
260000.0,1680,3,1.75,2,1.0,8725,1240,440,1.71,0.19,7485.0,8725.0,1240.0,0.14,8,1978,0.0,8,0,80,98023,0,0
320000.0,1550,3,2.0,2,1.5,34175,1550,0,1.5,0.05,33141.666666666664,22783.33,1033.33,0.05,7,1999,0.0,10,0,100,98045,0,0
1150000.0,3780,3,3.25,2,1.0,10623,2650,1130,0.92,0.36,7973.0,10623.0,2650.0,0.25,11,1999,0.0,10,0,100,98006,1,0
362000.0,2360,4,2.5,2,1.0,7370,1460,900,1.6,0.32,5910.0,7370.0,1460.0,0.2,7,1985,0.0,9,0,90,98125,0,0
503500.0,1810,3,2.5,2,2.0,1750,1350,460,1.2,1.03,1075.0,875.0,675.0,0.77,7,1997,0.0,10,0,100,98199,0,0
653000.0,2290,3,2.5,2,2.0,3475,2290,0,1.2,0.66,2330.0,1737.5,1145.0,0.66,9,2006,0.0,11,0,110,98029,0,0
760000.0,3370,4,2.75,2,2.0,12447,3370,0,1.45,0.27,10762.0,6223.5,1685.0,0.27,10,1991,0.0,10,0,100,98077,0,0
775000.0,2090,4,1.75,3,1.0,5050,1090,1000,2.29,0.41,3960.0,5050.0,1090.0,0.22,7,1916,0.0,2,0,20,98117,0,0
1340000.0,2130,4,3.75,2,1.5,34689,2130,0,1.07,0.06,33269.0,23126.0,1420.0,0.06,9,1955,0.0,6,0,60,98136,4,1
417500.0,2060,5,1.75,3,1.0,10911,1360,700,2.86,0.19,9551.0,10911.0,1360.0,0.12,7,1954,0.0,6,0,60,98177,0,0
525000.0,1560,3,1.5,3,1.0,9350,1220,340,2.0,0.17,8130.0,9350.0,1220.0,0.13,7,1969,0.0,7,0,70,98052,0,0
217000.0,730,2,1.0,2,1.0,2400,730,0,2.0,0.3,1670.0,2400.0,730.0,0.3,4,1934,0.0,4,0,40,98198,1,0
525000.0,2910,4,2.75,2,1.0,6308,1640,1270,1.45,0.46,4668.0,6308.0,1640.0,0.26,8,1985,0.0,9,0,90,98011,0,0
