price,sqft_living,zipcode,zipcode_counts,lat,long
690000.0,1540,98103,602,47.6648,-122.353
610950.0,1680,98103,602,47.6572,-122.346
475000.0,1190,98103,602,47.6542,-122.346
520000.0,1530,98103,602,47.6533,-122.346
360000.0,1530,98103,602,47.6993,-122.346
189000.0,1200,98002,199,47.3089,-122.21
233000.0,1710,98002,199,47.3048,-122.21799999999999
225000.0,1300,98002,199,47.3221,-122.21600000000001
250000.0,2010,98002,199,47.2785,-122.213
266000.0,1805,98002,199,47.3521,-122.212
200000.0,1210,98002,199,47.2876,-122.212
214000.0,1200,98002,199,47.3221,-122.215
234000.0,1420,98002,199,47.3113,-122.20700000000001
218500.0,1600,98002,199,47.3098,-122.21
208000.0,990,98002,199,47.2898,-122.221
249950.0,1320,98002,199,47.2844,-122.21600000000001
224000.0,1600,98002,199,47.3107,-122.212
247500.0,2460,98002,199,47.308,-122.209
180000.0,1010,98002,199,47.3043,-122.21600000000001
176250.0,1440,98002,199,47.3056,-122.21700000000001
370000.0,3240,98002,199,47.3054,-122.221
250000.0,1770,98002,199,47.3188,-122.212
208000.0,1020,98002,199,47.278,-122.205
183000.0,1070,98002,199,47.2853,-122.22
210000.0,1680,98002,199,47.3065,-122.22200000000001
280000.0,2400,98002,199,47.3262,-122.214
300000.0,2400,98002,199,47.3262,-122.214
175000.0,1020,98002,199,47.301,-122.226
161500.0,1220,98002,199,47.2811,-122.214
254600.0,1470,98002,199,47.2973,-122.08
250750.0,2140,98002,199,47.3167,-122.214
219950.0,1070,98002,199,47.3115,-122.209
255000.0,2190,98002,199,47.3063,-122.223
257200.0,1850,98002,199,47.3066,-122.209
222000.0,1200,98002,199,47.325,-122.205
206000.0,970,98002,199,47.2808,-122.225
213500.0,1220,98002,199,47.3245,-122.209
188200.0,1260,98002,199,47.2979,-122.22399999999999
95000.0,760,98002,199,47.3046,-122.215
276000.0,2460,98002,199,47.3182,-122.212
125000.0,920,98002,199,47.285,-122.211
245000.0,2010,98002,199,47.31100000000001,-122.227
270000.0,2630,98002,199,47.2863,-122.196
285000.0,1600,98002,199,47.2831,-122.199
183000.0,1280,98002,199,47.335,-122.215
156000.0,920,98002,199,47.3012,-122.21799999999999
238000.0,1650,98002,199,47.2802,-122.211
245000.0,1490,98002,199,47.2875,-122.21799999999999
190000.0,1180,98002,199,47.2848,-122.223
248500.0,2090,98002,199,47.3095,-122.21700000000001
195000.0,1070,98002,199,47.3249,-122.20700000000001
199950.0,1550,98002,199,47.3098,-122.21799999999999
233500.0,1580,98002,199,47.2903,-122.214
235000.0,1660,98002,199,47.3117,-122.208
150000.0,720,98002,199,47.303000000000004,-122.21700000000001
215000.0,1280,98002,199,47.3343,-122.21700000000001
257500.0,2060,98002,199,47.2924,-122.197
111300.0,1060,98002,199,47.3066,-122.223
142500.0,690,98002,199,47.3109,-122.225
269000.0,1594,98002,199,47.3262,-122.211
230000.0,1520,98002,199,47.3136,-122.208
239000.0,1500,98002,199,47.2918,-122.197
154950.0,1600,98002,199,47.277,-122.211
197000.0,1090,98002,199,47.288000000000004,-122.196
225500.0,1590,98002,199,47.3177,-122.21
279950.0,2420,98002,199,47.3109,-122.229
286285.0,1980,98002,199,47.3207,-122.209
194900.0,810,98002,199,47.3057,-122.21600000000001
187000.0,1280,98002,199,47.3344,-122.21600000000001
224950.0,2260,98002,199,47.286,-122.21799999999999
135000.0,780,98002,199,47.305,-122.215
195000.0,1200,98002,199,47.3137,-122.212
330000.0,1440,98002,199,47.2909,-122.219
319450.0,2250,98002,199,47.3065,-122.219
292500.0,2095,98002,199,47.3523,-122.213
245000.0,990,98002,199,47.2934,-122.215
193000.0,1280,98002,199,47.2925,-122.219
186000.0,1340,98002,199,47.299,-122.228
389000.0,3560,98002,199,47.3244,-122.21700000000001
288000.0,1560,98002,199,47.3191,-122.213
224000.0,1480,98002,199,47.2872,-122.212
236000.0,1330,98002,199,47.3411,-122.219
200000.0,1150,98002,199,47.3101,-122.212
224000.0,2300,98002,199,47.2943,-122.227
275000.0,2400,98002,199,47.2866,-122.21700000000001
305000.0,2050,98002,199,47.3215,-122.204
160000.0,1060,98002,199,47.305,-122.21799999999999
200000.0,1230,98002,199,47.3184,-122.22
112000.0,1080,98002,199,47.3075,-122.21700000000001
235000.0,1864,98002,199,47.285,-122.206
225000.0,1420,98002,199,47.3121,-122.215
215000.0,1960,98002,199,47.2898,-122.22200000000001
125000.0,920,98002,199,47.2892,-122.22
208000.0,920,98002,199,47.2892,-122.22
250000.0,2170,98002,199,47.3046,-122.22
205000.0,1010,98002,199,47.2761,-122.208
184500.0,1280,98002,199,47.333999999999996,-122.214
195000.0,1280,98002,199,47.3007,-122.228
222000.0,990,98002,199,47.285,-122.20700000000001
207000.0,990,98002,199,47.293,-122.215
235000.0,1200,98002,199,47.31399999999999,-122.208
272000.0,2115,98002,199,47.285,-122.20100000000001
269950.0,1760,98002,199,47.2868,-122.21
189000.0,1700,98002,199,47.3025,-122.22399999999999
255000.0,1970,98002,199,47.2925,-122.196
185000.0,1280,98002,199,47.3342,-122.215
250000.0,1640,98002,199,47.31100000000001,-122.21
294400.0,1788,98002,199,47.2883,-122.21799999999999
140000.0,1090,98002,199,47.2975,-122.223
249500.0,2120,98002,199,47.2933,-122.195
128750.0,880,98002,199,47.3019,-122.21600000000001
190000.0,1200,98002,199,47.3231,-122.215
292000.0,2910,98002,199,47.2842,-122.198
250000.0,2070,98002,199,47.3099,-122.206
246000.0,2030,98002,199,47.2867,-122.209
150000.0,1250,98002,199,47.3063,-122.219
247200.0,1910,98002,199,47.2782,-122.212
220000.0,1530,98002,199,47.32899999999999,-122.219
269950.0,2390,98002,199,47.294,-122.21799999999999
160000.0,1070,98002,199,47.3336,-122.215
275000.0,1640,98002,199,47.2844,-122.205
179500.0,900,98002,199,47.2866,-122.221
250000.0,1160,98002,199,47.3414,-122.21799999999999
167000.0,1280,98002,199,47.3344,-122.215
159995.0,1000,98002,199,47.297,-122.225
255000.0,1590,98002,199,47.2932,-122.22
270000.0,1990,98002,199,47.2839,-122.20200000000001
270000.0,1720,98002,199,47.2837,-122.20700000000001
288000.0,2790,98002,199,47.3098,-122.223
209950.0,1180,98002,199,47.2857,-122.197
235000.0,1110,98002,199,47.3056,-122.206
268000.0,1600,98002,199,47.284,-122.20200000000001
223000.0,1340,98002,199,47.3087,-122.206
208000.0,1300,98002,199,47.2899,-122.219
195500.0,1230,98002,199,47.3231,-122.219
265000.0,2920,98002,199,47.3072,-122.221
292000.0,2414,98002,199,47.3046,-122.22200000000001
265000.0,1890,98002,199,47.2886,-122.21799999999999
270000.0,2080,98002,199,47.2846,-122.19200000000001
180000.0,1670,98002,199,47.3139,-122.212
250000.0,1320,98002,199,47.3098,-122.209
367500.0,1960,98002,199,47.33,-122.22
205000.0,960,98002,199,47.2891,-122.221
202500.0,1540,98002,199,47.323,-122.21600000000001
257000.0,1740,98002,199,47.3363,-122.213
201000.0,900,98002,199,47.2881,-122.22
190000.0,1510,98002,199,47.3015,-122.21600000000001
189000.0,1380,98002,199,47.3006,-122.223
340000.0,2120,98002,199,47.29600000000001,-122.219
163500.0,940,98002,199,47.2979,-122.223
300000.0,2860,98002,199,47.303000000000004,-122.221
137000.0,1300,98002,199,47.2921,-122.215
315000.0,2210,98002,199,47.2959,-122.225
265000.0,1900,98002,199,47.288999999999994,-122.212
219000.0,1080,98002,199,47.3171,-122.219
235000.0,1920,98002,199,47.292,-122.195
219500.0,1090,98002,199,47.3066,-122.21700000000001
217000.0,1340,98002,199,47.2942,-122.226
206000.0,1320,98002,199,47.2787,-122.205
230000.0,1680,98002,199,47.2885,-122.21799999999999
279950.0,1930,98002,199,47.3217,-122.205
315000.0,2550,98002,199,47.3193,-122.212
235000.0,1920,98002,199,47.2858,-122.212
148900.0,1700,98002,199,47.3252,-122.208
229500.0,1230,98002,199,47.3256,-122.209
189900.0,1000,98002,199,47.297,-122.227
219200.0,1680,98002,199,47.2775,-122.20299999999999
206000.0,1700,98002,199,47.3029,-122.221
237950.0,1310,98002,199,47.2888,-122.221
247500.0,1620,98002,199,47.2835,-122.2
232603.0,1750,98002,199,47.3173,-122.21
234000.0,1640,98002,199,47.3089,-122.213
185000.0,1320,98002,199,47.2857,-122.22
260000.0,2220,98002,199,47.2977,-122.227
229950.0,1570,98002,199,47.306999999999995,-122.21700000000001
193000.0,960,98002,199,47.2819,-122.22399999999999
329900.0,2475,98002,199,47.3452,-122.209
319500.0,2730,98002,199,47.3363,-122.21600000000001
319900.0,2475,98002,199,47.345,-122.21
263000.0,1584,98002,199,47.3451,-122.215
292000.0,1984,98002,199,47.3532,-122.211
285000.0,2437,98002,199,47.3517,-122.21
260000.0,1489,98002,199,47.3452,-122.215
240000.0,1481,98002,199,47.3457,-122.21700000000001
298000.0,1852,98002,199,47.3455,-122.21
289950.0,2099,98002,199,47.3521,-122.211
300000.0,2744,98002,199,47.2773,-122.21600000000001
267000.0,1584,98002,199,47.3454,-122.214
319900.0,2475,98002,199,47.3452,-122.21
265000.0,1489,98002,199,47.3454,-122.214
273500.0,1550,98002,199,47.3523,-122.212
297000.0,2230,98002,199,47.3363,-122.211
255900.0,1489,98002,199,47.3452,-122.21700000000001
261000.0,1584,98002,199,47.3451,-122.214
282900.0,1710,98002,199,47.3448,-122.21700000000001
275000.0,2150,98002,199,47.3363,-122.215
298900.0,1852,98002,199,47.3451,-122.209
300000.0,1984,98002,199,47.3514,-122.213
343000.0,2732,98002,199,47.3045,-122.211
260000.0,2150,98002,199,47.3363,-122.21700000000001
223990.0,1061,98002,199,47.346000000000004,-122.21799999999999
250000.0,1481,98002,199,47.3457,-122.21700000000001
259000.0,1550,98002,199,47.3528,-122.211
335900.0,2475,98002,199,47.345,-122.209
385000.0,1620,98133,493,47.7025,-122.34100000000001
280000.0,1190,98133,493,47.7274,-122.35700000000001
410000.0,1410,98133,493,47.7073,-122.34
420000.0,1060,98133,493,47.7144,-122.351
371500.0,1370,98133,493,47.7458,-122.331
313000.0,1340,98133,493,47.7658,-122.339
400000.0,2180,98133,493,47.7606,-122.336
464000.0,2300,98133,493,47.7067,-122.34299999999999
436000.0,1040,98133,493,47.7107,-122.352
487000.0,2590,98133,493,47.7357,-122.333
265000.0,1420,98133,493,47.7535,-122.354
315000.0,2180,98133,493,47.7711,-122.34100000000001
530000.0,2180,98133,493,47.7711,-122.34100000000001
423000.0,2200,98133,493,47.7448,-122.333
330000.0,980,98133,493,47.7617,-122.35700000000001
465000.0,1480,98133,493,47.7311,-122.353
290000.0,1330,98133,493,47.7343,-122.34700000000001
300000.0,1100,98133,493,47.7439,-122.339
515000.0,2530,98133,493,47.7546,-122.34100000000001
325000.0,990,98133,493,47.7125,-122.331
306000.0,1220,98133,493,47.7049,-122.353
320000.0,1240,98133,493,47.7073,-122.35600000000001
429950.0,1760,98133,493,47.7041,-122.355
287500.0,1810,98133,493,47.7493,-122.351
431000.0,1810,98133,493,47.7493,-122.351
320000.0,1340,98133,493,47.7321,-122.34
359000.0,1370,98133,493,47.7052,-122.34299999999999
315000.0,1300,98133,493,47.7612,-122.33200000000001
275000.0,1410,98133,493,47.7635,-122.35
325000.0,1040,98133,493,47.7565,-122.339
285000.0,990,98133,493,47.7218,-122.35600000000001
439995.0,1570,98133,493,47.76,-122.34
423000.0,1830,98133,493,47.7654,-122.352
343000.0,1230,98133,493,47.7298,-122.34
399000.0,2620,98133,493,47.7338,-122.352
320000.0,2300,98133,493,47.7599,-122.34299999999999
372500.0,1680,98133,493,47.7338,-122.33200000000001
729953.0,3230,98133,493,47.7053,-122.34
450000.0,2040,98133,493,47.7356,-122.335
350000.0,1430,98133,493,47.7352,-122.33
215000.0,1010,98133,493,47.771,-122.353
302000.0,1010,98133,493,47.771,-122.353
400000.0,1390,98133,493,47.7224,-122.33200000000001
415000.0,1510,98133,493,47.75100000000001,-122.338
210000.0,930,98133,493,47.7234,-122.333
293000.0,1020,98133,493,47.7198,-122.352
520500.0,1880,98133,493,47.7556,-122.352
355000.0,1240,98133,493,47.7115,-122.355
480000.0,2360,98133,493,47.7076,-122.337
275000.0,1180,98133,493,47.7477,-122.34200000000001
565000.0,2700,98133,493,47.7172,-122.34899999999999
365000.0,990,98133,493,47.7252,-122.331
339950.0,1340,98133,493,47.7756,-122.351
460000.0,1870,98133,493,47.7366,-122.35
369950.0,1370,98133,493,47.7053,-122.34200000000001
415000.0,1510,98133,493,47.71100000000001,-122.353
403500.0,2400,98133,493,47.7027,-122.34700000000001
290000.0,1340,98133,493,47.7202,-122.339
254000.0,1060,98133,493,47.7508,-122.34899999999999
233000.0,850,98133,493,47.7064,-122.344
408000.0,810,98133,493,47.7346,-122.352
549000.0,1510,98133,493,47.7212,-122.331
345000.0,970,98133,493,47.7252,-122.331
275000.0,1260,98133,493,47.7071,-122.336
543000.0,2060,98133,493,47.7168,-122.333
359950.0,1400,98133,493,47.7041,-122.34
343000.0,1210,98133,493,47.7114,-122.35600000000001
374150.0,1390,98133,493,47.751999999999995,-122.35
549950.0,2160,98133,493,47.7655,-122.35
435000.0,2030,98133,493,47.7056,-122.34200000000001
476000.0,1570,98133,493,47.7604,-122.35600000000001
296000.0,1370,98133,493,47.7344,-122.336
329500.0,1080,98133,493,47.7309,-122.336
400000.0,1060,98133,493,47.7703,-122.35
427000.0,2050,98133,493,47.7612,-122.344
485000.0,1910,98133,493,47.7074,-122.34899999999999
325000.0,1170,98133,493,47.7041,-122.351
449500.0,1770,98133,493,47.7703,-122.34299999999999
275000.0,1160,98133,493,47.7677,-122.315
389000.0,1380,98133,493,47.7164,-122.351
575000.0,2020,98133,493,47.7013,-122.35
294000.0,820,98133,493,47.7512,-122.34
401500.0,1790,98133,493,47.7627,-122.353
400000.0,2230,98133,493,47.7648,-122.33
245000.0,820,98133,493,47.7321,-122.34100000000001
375000.0,1800,98133,493,47.7463,-122.336
475500.0,1500,98133,493,47.7135,-122.33200000000001
289950.0,760,98133,493,47.7168,-122.34
412000.0,1553,98133,493,47.7049,-122.34
419600.0,1680,98133,493,47.7554,-122.353
210000.0,1050,98133,493,47.7294,-122.34100000000001
277500.0,1190,98133,493,47.7274,-122.35700000000001
355000.0,1410,98133,493,47.7604,-122.331
334550.0,880,98133,493,47.7436,-122.35600000000001
325000.0,1640,98133,493,47.7017,-122.354
390000.0,1710,98133,493,47.7719,-122.338
335000.0,1020,98133,493,47.7503,-122.348
457000.0,2100,98133,493,47.7478,-122.338
250000.0,1050,98133,493,47.762,-122.355
689800.0,2390,98133,493,47.7209,-122.331
405000.0,1590,98133,493,47.7457,-122.33200000000001
442500.0,1800,98133,493,47.7693,-122.35700000000001
502000.0,1920,98133,493,47.7041,-122.353
425000.0,2290,98133,493,47.7173,-122.33
350000.0,1660,98133,493,47.7512,-122.34200000000001
339999.0,1740,98133,493,47.7461,-122.33200000000001
300000.0,1220,98133,493,47.7608,-122.353
550000.0,2450,98133,493,47.7056,-122.34
210000.0,1000,98133,493,47.7339,-122.337
370000.0,1530,98133,493,47.7767,-122.35600000000001
358803.0,1040,98133,493,47.7024,-122.346
316000.0,1130,98133,493,47.7298,-122.355
227000.0,860,98133,493,47.7274,-122.337
318000.0,1250,98133,493,47.7099,-122.333
400000.0,1690,98133,493,47.7099,-122.35
652500.0,3130,98133,493,47.7402,-122.348
465000.0,1450,98133,493,47.7082,-122.338
556000.0,2240,98133,493,47.772,-122.35
405000.0,1980,98133,493,47.7353,-122.331
370000.0,2200,98133,493,47.74,-122.34299999999999
475000.0,3060,98133,493,47.7387,-122.337
499000.0,2560,98133,493,47.7326,-122.34200000000001
377691.0,2120,98133,493,47.7621,-122.335
299000.0,1520,98133,493,47.7699,-122.335
390000.0,1650,98133,493,47.7471,-122.352
315000.0,1940,98133,493,47.7313,-122.34299999999999
280000.0,1260,98133,493,47.7476,-122.35
432500.0,1930,98133,493,47.7715,-122.34
435000.0,1420,98133,493,47.7027,-122.35700000000001
377000.0,1800,98133,493,47.7744,-122.338
334000.0,1400,98133,493,47.7569,-122.334
350000.0,1080,98133,493,47.7637,-122.351
529900.0,3030,98133,493,47.7515,-122.353
499950.0,2880,98133,493,47.7707,-122.35
438000.0,1950,98133,493,47.739,-122.351
295000.0,800,98133,493,47.7621,-122.35799999999999
461000.0,1060,98133,493,47.7102,-122.35600000000001
270000.0,1480,98133,493,47.7775,-122.336
525000.0,2740,98133,493,47.7648,-122.355
302000.0,1110,98133,493,47.754,-122.34100000000001
543000.0,2090,98133,493,47.7369,-122.338
300000.0,820,98133,493,47.7049,-122.34899999999999
340000.0,2790,98133,493,47.7565,-122.331
364000.0,2010,98133,493,47.7496,-122.355
335000.0,1380,98133,493,47.7479,-122.34299999999999
380000.0,1840,98133,493,47.7586,-122.34200000000001
402000.0,1510,98133,493,47.7651,-122.339
376000.0,1470,98133,493,47.7162,-122.34899999999999
505000.0,1480,98133,493,47.76300000000001,-122.34200000000001
299900.0,810,98133,493,47.7289,-122.34
215000.0,860,98133,493,47.7508,-122.339
445000.0,2320,98133,493,47.7373,-122.35
340000.0,2580,98133,493,47.7446,-122.33200000000001
235000.0,880,98133,493,47.7064,-122.34200000000001
305000.0,1260,98133,493,47.7325,-122.34299999999999
396000.0,1980,98133,493,47.7551,-122.353
285000.0,2120,98133,493,47.7775,-122.337
410500.0,1150,98133,493,47.727,-122.339
420000.0,1510,98133,493,47.7321,-122.353
375000.0,1810,98133,493,47.7275,-122.336
221000.0,1150,98133,493,47.7344,-122.333
285000.0,2770,98133,493,47.7412,-122.355
395000.0,1980,98133,493,47.7513,-122.334
304700.0,740,98133,493,47.7291,-122.337
500000.0,2920,98133,493,47.7607,-122.354
303000.0,1340,98133,493,47.7325,-122.34299999999999
410000.0,1750,98133,493,47.7329,-122.34299999999999
295000.0,830,98133,493,47.7027,-122.355
305000.0,1260,98133,493,47.7072,-122.336
366000.0,2020,98133,493,47.7685,-122.33200000000001
275500.0,720,98133,493,47.7641,-122.34100000000001
390000.0,2180,98133,493,47.757,-122.336
411000.0,2860,98133,493,47.7385,-122.348
275000.0,2570,98133,493,47.7753,-122.355
415000.0,1960,98133,493,47.7494,-122.337
460000.0,1870,98133,493,47.723,-122.353
440150.0,1110,98133,493,47.7184,-122.355
403500.0,700,98133,493,47.733999999999995,-122.353
265000.0,920,98133,493,47.7081,-122.34200000000001
342450.0,1280,98133,493,47.7339,-122.336
335000.0,1070,98133,493,47.7315,-122.35700000000001
367000.0,1400,98133,493,47.7147,-122.35600000000001
369000.0,1300,98133,493,47.7024,-122.355
380000.0,2010,98133,493,47.7643,-122.352
401500.0,1509,98133,493,47.7048,-122.34
515000.0,3370,98133,493,47.7388,-122.339
344950.0,1470,98133,493,47.7619,-122.34299999999999
441000.0,1890,98133,493,47.7426,-122.354
416000.0,1270,98133,493,47.7083,-122.35700000000001
425000.0,1530,98133,493,47.7655,-122.336
480000.0,1840,98133,493,47.708,-122.337
500000.0,2300,98133,493,47.7556,-122.35600000000001
358000.0,1150,98133,493,47.7284,-122.336
435000.0,1840,98133,493,47.7308,-122.34
315000.0,1370,98133,493,47.7326,-122.34299999999999
628000.0,2600,98133,493,47.7348,-122.34
290000.0,840,98133,493,47.7048,-122.34700000000001
315000.0,1680,98133,493,47.7201,-122.35
808100.0,3020,98133,493,47.7174,-122.336
409000.0,1440,98133,493,47.7163,-122.333
442500.0,2400,98133,493,47.7522,-122.338
575000.0,2670,98133,493,47.7121,-122.33200000000001
275000.0,1080,98133,493,47.7579,-122.33
411500.0,1130,98133,493,47.7362,-122.333
415000.0,1570,98133,493,47.7686,-122.348
355000.0,1370,98133,493,47.7055,-122.34200000000001
394999.0,1730,98133,493,47.7365,-122.337
340000.0,1740,98133,493,47.7717,-122.351
363000.0,1651,98133,493,47.7076,-122.346
799000.0,1810,98133,493,47.7273,-122.351
425000.0,1160,98133,493,47.7244,-122.331
205000.0,1250,98133,493,47.7098,-122.333
500000.0,2210,98133,493,47.7175,-122.339
406000.0,1090,98133,493,47.7429,-122.35799999999999
305000.0,1000,98133,493,47.7444,-122.34100000000001
375000.0,1640,98133,493,47.7154,-122.34100000000001
430000.0,940,98133,493,47.7169,-122.331
375000.0,1210,98133,493,47.7125,-122.33
264000.0,710,98133,493,47.7328,-122.34
282613.0,830,98133,493,47.7466,-122.334
500000.0,2280,98133,493,47.7132,-122.355
460000.0,1820,98133,493,47.7513,-122.35700000000001
400000.0,1430,98133,493,47.7181,-122.338
372500.0,880,98133,493,47.7332,-122.352
399888.0,1820,98133,493,47.723,-122.337
305000.0,1210,98133,493,47.7225,-122.34899999999999
449000.0,1720,98133,493,47.7365,-122.339
370037.0,1250,98133,493,47.7284,-122.339
336500.0,1480,98133,493,47.7757,-122.353
375000.0,1900,98133,493,47.762,-122.335
337000.0,1460,98133,493,47.7145,-122.35600000000001
304000.0,1320,98133,493,47.7039,-122.344
487000.0,1770,98133,493,47.7289,-122.353
552625.0,2560,98133,493,47.7169,-122.329
365000.0,1120,98133,493,47.7715,-122.336
317000.0,1358,98133,493,47.7054,-122.346
268500.0,790,98133,493,47.7511,-122.352
270000.0,1850,98133,493,47.7481,-122.355
450000.0,1850,98133,493,47.7481,-122.355
426000.0,2230,98133,493,47.7372,-122.35
375000.0,1260,98133,493,47.7225,-122.351
329000.0,1120,98133,493,47.7038,-122.352
535000.0,2050,98133,493,47.7258,-122.33200000000001
465000.0,2300,98133,493,47.7671,-122.33
375000.0,1890,98133,493,47.7576,-122.333
490000.0,1770,98133,493,47.7354,-122.34299999999999
385000.0,1600,98133,493,47.7466,-122.34700000000001
547000.0,1370,98133,493,47.718999999999994,-122.339
575000.0,1970,98133,493,47.7412,-122.354
443000.0,1640,98133,493,47.7061,-122.352
402500.0,990,98133,493,47.7648,-122.35
415250.0,1400,98133,493,47.7566,-122.337
415000.0,1960,98133,493,47.7027,-122.34899999999999
360000.0,1950,98133,493,47.7187,-122.33
449900.0,1760,98133,493,47.7708,-122.339
443000.0,1280,98133,493,47.7321,-122.334
415000.0,2400,98133,493,47.7749,-122.339
311300.0,1000,98133,493,47.7294,-122.352
464000.0,3400,98133,493,47.7358,-122.335
324000.0,1160,98133,493,47.7675,-122.334
420000.0,1750,98133,493,47.7583,-122.339
294000.0,850,98133,493,47.731,-122.34200000000001
320000.0,860,98133,493,47.7062,-122.34100000000001
245000.0,1500,98133,493,47.7186,-122.354
570000.0,1500,98133,493,47.7186,-122.354
344950.0,2240,98133,493,47.7466,-122.34
310000.0,1740,98133,493,47.7458,-122.334
382000.0,1790,98133,493,47.7442,-122.338
375000.0,1450,98133,493,47.7517,-122.34200000000001
415000.0,2000,98133,493,47.7535,-122.334
492000.0,3305,98133,493,47.7563,-122.338
590000.0,2240,98133,493,47.7125,-122.33200000000001
525000.0,2140,98133,493,47.7173,-122.338
464000.0,1230,98133,493,47.7145,-122.35
405000.0,2160,98133,493,47.7295,-122.331
370350.0,1340,98133,493,47.71100000000001,-122.35600000000001
324000.0,1070,98133,493,47.7307,-122.33200000000001
373000.0,1590,98133,493,47.7456,-122.336
299950.0,1390,98133,493,47.7274,-122.35700000000001
278750.0,800,98133,493,47.7024,-122.346
429950.0,1700,98133,493,47.7453,-122.351
500000.0,2270,98133,493,47.7733,-122.351
499000.0,1540,98133,493,47.7189,-122.353
329000.0,940,98133,493,47.7067,-122.354
395000.0,1950,98133,493,47.7492,-122.336
375000.0,1450,98133,493,47.7061,-122.34700000000001
438000.0,1630,98133,493,47.7222,-122.33200000000001
389000.0,1820,98133,493,47.7466,-122.355
359950.0,1240,98133,493,47.7061,-122.34
365000.0,1310,98133,493,47.7291,-122.339
345000.0,860,98133,493,47.7132,-122.334
352500.0,1500,98133,493,47.7672,-122.348
367950.0,2290,98133,493,47.7611,-122.351
248500.0,880,98133,493,47.7063,-122.34200000000001
311600.0,1358,98133,493,47.7052,-122.346
230000.0,650,98133,493,47.7281,-122.335
280000.0,1358,98133,493,47.7052,-122.346
229000.0,810,98133,493,47.7317,-122.34299999999999
381800.0,1530,98133,493,47.7336,-122.339
364000.0,1650,98133,493,47.7772,-122.35700000000001
759950.0,2100,98133,493,47.7076,-122.35600000000001
379950.0,1970,98133,493,47.7771,-122.339
355000.0,2040,98133,493,47.7439,-122.333
312500.0,870,98133,493,47.7288,-122.331
559950.0,2650,98133,493,47.7317,-122.354
302000.0,2360,98133,493,47.7617,-122.335
420000.0,1790,98133,493,47.718,-122.355
290000.0,850,98133,493,47.7282,-122.337
284000.0,1080,98133,493,47.7401,-122.348
329932.0,1460,98133,493,47.7112,-122.35700000000001
539000.0,1460,98133,493,47.7112,-122.35700000000001
509000.0,1780,98133,493,47.7484,-122.353
305240.0,1300,98133,493,47.7352,-122.337
475000.0,2040,98133,493,47.7399,-122.33200000000001
225000.0,1490,98133,493,47.7411,-122.34700000000001
350000.0,1050,98133,493,47.7451,-122.339
295000.0,1650,98133,493,47.7543,-122.344
300000.0,1010,98133,493,47.7304,-122.352
435000.0,1740,98133,493,47.7211,-122.33
358000.0,930,98133,493,47.7095,-122.35
425000.0,1180,98133,493,47.7121,-122.333
417000.0,1310,98133,493,47.7502,-122.353
310000.0,1480,98133,493,47.7703,-122.336
402000.0,1200,98133,493,47.7491,-122.353
322000.0,1380,98133,493,47.7035,-122.351
328000.0,1360,98133,493,47.7366,-122.333
530000.0,2160,98133,493,47.7296,-122.333
352500.0,1360,98133,493,47.7441,-122.337
465000.0,1450,98133,493,47.7281,-122.353
495000.0,2140,98133,493,47.729,-122.35
332500.0,1030,98133,493,47.7353,-122.334
334500.0,1700,98133,493,47.74,-122.339
440000.0,1710,98133,493,47.7185,-122.354
240000.0,1400,98133,493,47.7634,-122.34
349950.0,1230,98133,493,47.7055,-122.348
364500.0,1740,98133,493,47.7508,-122.352
530000.0,1940,98133,493,47.7567,-122.333
340000.0,980,98133,493,47.7294,-122.353
389000.0,2400,98133,493,47.7125,-122.33200000000001
449250.0,1480,98133,493,47.7042,-122.352
257000.0,770,98133,493,47.7407,-122.351
375000.0,1450,98133,493,47.7643,-122.34299999999999
307300.0,1520,98133,493,47.7292,-122.34299999999999
329950.0,1140,98133,493,47.731,-122.34100000000001
385000.0,1630,98133,493,47.7048,-122.353
450000.0,2830,98133,493,47.7493,-122.355
305000.0,1780,98133,493,47.7045,-122.34200000000001
320000.0,1400,98133,493,47.7711,-122.34
130000.0,840,98133,493,47.7319,-122.335
405000.0,2620,98133,493,47.7642,-122.335
530000.0,2160,98133,493,47.7176,-122.35
378000.0,1300,98133,493,47.773,-122.34899999999999
425000.0,1120,98133,493,47.7321,-122.334
350000.0,1020,98133,493,47.7039,-122.34
412000.0,1000,98133,493,47.7031,-122.34899999999999
325000.0,1180,98133,493,47.7074,-122.35600000000001
410000.0,2320,98133,493,47.7574,-122.34299999999999
438000.0,1820,98133,493,47.736999999999995,-122.334
294950.0,1160,98133,493,47.7499,-122.338
295950.0,1190,98133,493,47.7634,-122.34
472500.0,1790,98133,493,47.728,-122.339
396000.0,1390,98133,493,47.7289,-122.338
430000.0,1540,98133,493,47.748999999999995,-122.351
397950.0,2360,98133,493,47.7635,-122.335
425000.0,2180,98133,493,47.7543,-122.34100000000001
507000.0,2120,98133,493,47.7174,-122.337
359000.0,1650,98133,493,47.7237,-122.335
345000.0,1130,98133,493,47.7064,-122.355
345000.0,1600,98133,493,47.7151,-122.355
475000.0,1650,98133,493,47.715,-122.354
330000.0,1570,98133,493,47.7688,-122.337
360000.0,1340,98133,493,47.7053,-122.34299999999999
370000.0,1560,98133,493,47.7024,-122.35
430000.0,1450,98133,493,47.7725,-122.34899999999999
383900.0,1600,98133,493,47.7471,-122.337
227000.0,1040,98133,493,47.7407,-122.34700000000001
390000.0,2290,98133,493,47.7577,-122.35799999999999
359000.0,1550,98133,493,47.7035,-122.34
